Server, Tagname,Estimation, Timestamp, Questionable, Annotated, Substituted,,,LIT-301,z(k),g(k),Threshold,Threshold,,,,,,
D8CF2232, ERROR_P1_Ls,925.7654, 27/1/2016 2:30:00 AM, False, Not Annotated, False,,,925.2035,0.5619,0.019672289,3.84,3.48,,var(z),0.062307496,,,
D8CF2232, ERROR_P1_Ls,925.6907, 27/1/2016 2:30:01 AM, False, Not Annotated, False,,,925.2836,0.4071,0.010326165,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,925.7333, 27/1/2016 2:30:02 AM, False, Not Annotated, False,,,925.5239,0.2094,0.00273206,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,925.9067, 27/1/2016 2:30:03 AM, False, Not Annotated, False,,,925.8444,0.0623,0.000241832,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,926.004, 27/1/2016 2:30:04 AM, False, Not Annotated, False,,,925.9244,0.0796,0.000394787,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,926.12, 27/1/2016 2:30:05 AM, False, Not Annotated, False,,,926.0446,0.0754,0.000354225,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,926.215, 27/1/2016 2:30:06 AM, False, Not Annotated, False,,,926.0446,0.1704,0.001809156,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,926.3657, 27/1/2016 2:30:07 AM, False, Not Annotated, False,,,926.2048,0.1609,0.001613054,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,926.4253, 27/1/2016 2:30:08 AM, False, Not Annotated, False,,,925.6841,0.7412,0.03423006,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,926.3727, 27/1/2016 2:30:09 AM, False, Not Annotated, False,,,925.6441,0.7286,0.033076167,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,926.3124, 27/1/2016 2:30:10 AM, False, Not Annotated, False,,,925.604,0.7084,0.031267557,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,926.1398, 27/1/2016 2:30:11 AM, False, Not Annotated, False,,,925.4438,0.696,0.030182508,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,926.0771, 27/1/2016 2:30:12 AM, False, Not Annotated, False,,,925.604,0.4731,0.013945778,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,926.1048, 27/1/2016 2:30:13 AM, False, Not Annotated, False,,,925.6441,0.4607,0.013224317,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,926.0649, 27/1/2016 2:30:14 AM, False, Not Annotated, False,,,925.2035,0.8614,0.046232415,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,925.9894, 27/1/2016 2:30:15 AM, False, Not Annotated, False,,,925.0833,0.9061,0.051155119,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,925.9243, 27/1/2016 2:30:16 AM, False, Not Annotated, False,,,925.2435,0.6808,0.028878587,3.84,3.48,,,,,,Z
D8CF2232, ERROR_P1_Ls,925.7241, 27/1/2016 2:30:17 AM, False, Not Annotated, False,,,924.4424,1.2817,0.102355129,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,925.582, 27/1/2016 2:30:18 AM, False, Not Annotated, False,,,924.4825,1.0995,0.075322948,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,925.4219, 27/1/2016 2:30:19 AM, False, Not Annotated, False,,,924.3223,1.0996,0.07533665,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,925.273, 27/1/2016 2:30:20 AM, False, Not Annotated, False,,,924.4424,0.8306,0.042985373,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,925.2013, 27/1/2016 2:30:21 AM, False, Not Annotated, False,,,924.082,1.1193,0.078060234,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,925.0316, 27/1/2016 2:30:22 AM, False, Not Annotated, False,,,924.2822,0.7494,0.034991634,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,924.9482, 27/1/2016 2:30:23 AM, False, Not Annotated, False,,,924.1221,0.8261,0.042520864,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,924.9008, 27/1/2016 2:30:24 AM, False, Not Annotated, False,,,924.4424,0.4584,0.013092605,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,924.9625, 27/1/2016 2:30:25 AM, False, Not Annotated, False,,,924.7228,0.2397,0.003579917,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,925.1247, 27/1/2016 2:30:26 AM, False, Not Annotated, False,,,925.4037,0.279,0.004850039,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,925.3814, 27/1/2016 2:30:27 AM, False, Not Annotated, False,,,925.604,0.2226,0.003087359,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,925.5025, 27/1/2016 2:30:28 AM, False, Not Annotated, False,,,925.5239,0.0214,2.85341E-05,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,925.7189, 27/1/2016 2:30:29 AM, False, Not Annotated, False,,,925.6841,0.0348,7.54563E-05,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,925.8974, 27/1/2016 2:30:30 AM, False, Not Annotated, False,,,925.7242,0.1732,0.0018691,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,925.8974, 27/1/2016 2:30:31 AM, False, Not Annotated, False,,,925.7242,0.1732,0.0018691,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,925.9269, 27/1/2016 2:30:32 AM, False, Not Annotated, False,,,925.4037,0.5232,0.017055809,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,925.9961, 27/1/2016 2:30:33 AM, False, Not Annotated, False,,,925.604,0.3921,0.009579228,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,925.9961, 27/1/2016 2:30:34 AM, False, Not Annotated, False,,,925.8444,0.1517,0.001433864,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,926.2894, 27/1/2016 2:30:35 AM, False, Not Annotated, False,,,926.4852,0.1958,0.002388703,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,926.2894, 27/1/2016 2:30:36 AM, False, Not Annotated, False,,,926.0847,0.2047,0.002610794,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,926.5743, 27/1/2016 2:30:37 AM, False, Not Annotated, False,,,926.325,0.2493,0.003872411,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,926.735, 27/1/2016 2:30:38 AM, False, Not Annotated, False,,,926.6855,0.0495,0.000152668,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,926.8712, 27/1/2016 2:30:39 AM, False, Not Annotated, False,,,927.1261,0.2549,0.004048336,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,926.8712, 27/1/2016 2:30:40 AM, False, Not Annotated, False,,,926.8457,0.0255,4.05151E-05,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,927.1282, 27/1/2016 2:30:41 AM, False, Not Annotated, False,,,926.9258,0.2024,0.002552454,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,927.2206, 27/1/2016 2:30:42 AM, False, Not Annotated, False,,,926.8457,0.3749,0.008757249,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,927.311, 27/1/2016 2:30:43 AM, False, Not Annotated, False,,,927.4866,0.1756,0.001921259,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,927.5529, 27/1/2016 2:30:44 AM, False, Not Annotated, False,,,927.2863,0.2666,0.004428505,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,927.616, 27/1/2016 2:30:45 AM, False, Not Annotated, False,,,927.4064,0.2096,0.002737281,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,927.707, 27/1/2016 2:30:46 AM, False, Not Annotated, False,,,927.2062,0.5008,0.015626635,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,927.735, 27/1/2016 2:30:47 AM, False, Not Annotated, False,,,927.3264,0.4086,0.0104024,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,927.7298, 27/1/2016 2:30:48 AM, False, Not Annotated, False,,,927.4866,0.2432,0.003685225,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,927.7621, 27/1/2016 2:30:49 AM, False, Not Annotated, False,,,927.3264,0.4357,0.011828018,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,927.8341, 27/1/2016 2:30:50 AM, False, Not Annotated, False,,,927.6868,0.1473,0.001351893,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,928.0154, 27/1/2016 2:30:51 AM, False, Not Annotated, False,,,928.0473,0.0319,6.34042E-05,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,928.2252, 27/1/2016 2:30:52 AM, False, Not Annotated, False,,,928.0873,0.1379,0.001184855,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,928.2252, 27/1/2016 2:30:53 AM, False, Not Annotated, False,,,928.0873,0.1379,0.001184855,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,928.5059, 27/1/2016 2:30:54 AM, False, Not Annotated, False,,,928.2877,0.2182,0.002966514,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,928.5059, 27/1/2016 2:30:55 AM, False, Not Annotated, False,,,928.6481,0.1422,0.0012599,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,928.729, 27/1/2016 2:30:56 AM, False, Not Annotated, False,,,928.8484,0.1194,0.000888271,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,928.8139, 27/1/2016 2:30:57 AM, False, Not Annotated, False,,,928.6481,0.1658,0.001712797,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,928.907, 27/1/2016 2:30:58 AM, False, Not Annotated, False,,,928.6481,0.2589,0.004176389,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,929.0073, 27/1/2016 2:30:59 AM, False, Not Annotated, False,,,928.4879,0.5194,0.016808956,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,928.9885, 27/1/2016 2:31:00 AM, False, Not Annotated, False,,,928.4078,0.5807,0.021010699,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,928.9885, 27/1/2016 2:31:01 AM, False, Not Annotated, False,,,928.3277,0.6608,0.027206765,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,928.9908, 27/1/2016 2:31:02 AM, False, Not Annotated, False,,,928.6882,0.3026,0.00570525,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,928.9808, 27/1/2016 2:31:03 AM, False, Not Annotated, False,,,928.4879,0.4929,0.015137511,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,929.0941, 27/1/2016 2:31:04 AM, False, Not Annotated, False,,,928.6481,0.446,0.012393859,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,929.0941, 27/1/2016 2:31:05 AM, False, Not Annotated, False,,,928.6481,0.446,0.012393859,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,929.1382, 27/1/2016 2:31:06 AM, False, Not Annotated, False,,,928.6081,0.5301,0.017508641,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,929.3321, 27/1/2016 2:31:07 AM, False, Not Annotated, False,,,929.0887,0.2434,0.003691288,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,929.4608, 27/1/2016 2:31:08 AM, False, Not Annotated, False,,,929.0887,0.3721,0.008626928,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,929.4183, 27/1/2016 2:31:09 AM, False, Not Annotated, False,,,928.9285,0.4898,0.014947701,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,929.4465, 27/1/2016 2:31:10 AM, False, Not Annotated, False,,,928.9285,0.518,0.016718463,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,929.42, 27/1/2016 2:31:11 AM, False, Not Annotated, False,,,929.0887,0.3313,0.006838797,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,929.4846, 27/1/2016 2:31:12 AM, False, Not Annotated, False,,,929.289,0.1956,0.002383826,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,929.4846, 27/1/2016 2:31:13 AM, False, Not Annotated, False,,,929.289,0.1956,0.002383826,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,929.6119, 27/1/2016 2:31:14 AM, False, Not Annotated, False,,,929.6895,0.0776,0.000375198,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,929.8335, 27/1/2016 2:31:15 AM, False, Not Annotated, False,,,929.8898,0.0563,0.000197494,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,930.0014, 27/1/2016 2:31:16 AM, False, Not Annotated, False,,,929.8898,0.1116,0.000776006,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,930.3342, 27/1/2016 2:31:17 AM, False, Not Annotated, False,,,930.1301,0.2041,0.002595511,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,930.3342, 27/1/2016 2:31:18 AM, False, Not Annotated, False,,,930.3704,0.0362,8.16496E-05,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,930.4968, 27/1/2016 2:31:19 AM, False, Not Annotated, False,,,930.7309,0.2341,0.003414599,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,930.8098, 27/1/2016 2:31:20 AM, False, Not Annotated, False,,,930.6909,0.1189,0.000880847,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,930.8098, 27/1/2016 2:31:21 AM, False, Not Annotated, False,,,930.6909,0.1189,0.000880847,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,931.0438, 27/1/2016 2:31:22 AM, False, Not Annotated, False,,,931.2917,0.2479,0.00382904,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,931.196, 27/1/2016 2:31:23 AM, False, Not Annotated, False,,,931.3317,0.1357,0.001147352,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,931.3148, 27/1/2016 2:31:24 AM, False, Not Annotated, False,,,931.1315,0.1833,0.002093446,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,931.4228, 27/1/2016 2:31:25 AM, False, Not Annotated, False,,,931.0513,0.3715,0.008599129,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,931.5338, 27/1/2016 2:31:26 AM, False, Not Annotated, False,,,930.9713,0.5625,0.019714324,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,931.5338, 27/1/2016 2:31:27 AM, False, Not Annotated, False,,,930.9713,0.5625,0.019714324,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,931.517, 27/1/2016 2:31:28 AM, False, Not Annotated, False,,,931.0914,0.4256,0.011286001,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,931.5647, 27/1/2016 2:31:29 AM, False, Not Annotated, False,,,930.9312,0.6335,0.025005185,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,931.5156, 27/1/2016 2:31:30 AM, False, Not Annotated, False,,,931.1315,0.3841,0.009192327,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,931.4454, 27/1/2016 2:31:31 AM, False, Not Annotated, False,,,930.7309,0.7145,0.031808362,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,931.343, 27/1/2016 2:31:32 AM, False, Not Annotated, False,,,930.3304,1.0126,0.063887028,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,931.1816, 27/1/2016 2:31:33 AM, False, Not Annotated, False,,,930.2503,0.9313,0.054040088,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,931.1816, 27/1/2016 2:31:34 AM, False, Not Annotated, False,,,930.2503,0.9313,0.054040088,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,931.0545, 27/1/2016 2:31:35 AM, False, Not Annotated, False,,,930.4906,0.5639,0.01981258,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,930.9751, 27/1/2016 2:31:36 AM, False, Not Annotated, False,,,930.5306,0.4445,0.012310633,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,930.9906, 27/1/2016 2:31:37 AM, False, Not Annotated, False,,,930.3304,0.6602,0.027157381,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,930.9543, 27/1/2016 2:31:38 AM, False, Not Annotated, False,,,930.1702,0.7841,0.038307142,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,930.8694, 27/1/2016 2:31:39 AM, False, Not Annotated, False,,,930.4506,0.4188,0.010928239,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,930.8096, 27/1/2016 2:31:40 AM, False, Not Annotated, False,,,930.2903,0.5193,0.016802484,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,930.8096, 27/1/2016 2:31:41 AM, False, Not Annotated, False,,,930.2903,0.5193,0.016802484,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,930.8873, 27/1/2016 2:31:42 AM, False, Not Annotated, False,,,930.7309,0.1564,0.001524089,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,930.9433, 27/1/2016 2:31:43 AM, False, Not Annotated, False,,,930.6508,0.2925,0.005330753,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,931.1023, 27/1/2016 2:31:44 AM, False, Not Annotated, False,,,930.9713,0.131,0.00106925,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,931.1775, 27/1/2016 2:31:45 AM, False, Not Annotated, False,,,930.9312,0.2463,0.003779773,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,931.2076, 27/1/2016 2:31:46 AM, False, Not Annotated, False,,,930.9312,0.2764,0.004760065,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,931.3959, 27/1/2016 2:31:47 AM, False, Not Annotated, False,,,931.4519,0.056,0.000195395,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,931.5751, 27/1/2016 2:31:48 AM, False, Not Annotated, False,,,931.7723,0.1972,0.002422985,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,931.5751, 27/1/2016 2:31:49 AM, False, Not Annotated, False,,,931.8524,0.2773,0.004791115,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,931.5751, 27/1/2016 2:31:50 AM, False, Not Annotated, False,,,931.8524,0.2773,0.004791115,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,931.9244, 27/1/2016 2:31:51 AM, False, Not Annotated, False,,,931.6922,0.2322,0.003359397,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,932.0177, 27/1/2016 2:31:52 AM, False, Not Annotated, False,,,931.8524,0.1653,0.001702482,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,932.0958, 27/1/2016 2:31:53 AM, False, Not Annotated, False,,,931.6922,0.4036,0.010149372,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,932.127, 27/1/2016 2:31:54 AM, False, Not Annotated, False,,,932.1328,0.0058,2.09601E-06,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,932.2083, 27/1/2016 2:31:55 AM, False, Not Annotated, False,,,932.0928,0.1155,0.000831191,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,932.3369, 27/1/2016 2:31:56 AM, False, Not Annotated, False,,,932.4532,0.1163,0.000842745,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,932.3369, 27/1/2016 2:31:57 AM, False, Not Annotated, False,,,932.4532,0.1163,0.000842745,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,932.4162, 27/1/2016 2:31:58 AM, False, Not Annotated, False,,,932.4532,0.037,8.52983E-05,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,932.7302, 27/1/2016 2:31:59 AM, False, Not Annotated, False,,,932.3731,0.3571,0.007945414,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,932.7655, 27/1/2016 2:32:00 AM, False, Not Annotated, False,,,932.3331,0.4324,0.011649525,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,932.7655, 27/1/2016 2:32:01 AM, False, Not Annotated, False,,,932.3331,0.4324,0.011649525,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,932.849, 27/1/2016 2:32:02 AM, False, Not Annotated, False,,,932.4933,0.3557,0.007883237,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,932.8932, 27/1/2016 2:32:03 AM, False, Not Annotated, False,,,932.6935,0.1997,0.002484809,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,932.8932, 27/1/2016 2:32:04 AM, False, Not Annotated, False,,,932.3331,0.5601,0.019546454,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,932.9152, 27/1/2016 2:32:05 AM, False, Not Annotated, False,,,932.4933,0.4219,0.011090622,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,932.9651, 27/1/2016 2:32:06 AM, False, Not Annotated, False,,,932.5734,0.3917,0.009559694,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,933.0834, 27/1/2016 2:32:07 AM, False, Not Annotated, False,,,932.8538,0.2296,0.003284586,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,933.3175, 27/1/2016 2:32:08 AM, False, Not Annotated, False,,,933.4546,0.1371,0.001171148,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,933.4707, 27/1/2016 2:32:09 AM, False, Not Annotated, False,,,933.4946,0.0239,3.55904E-05,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,933.4707, 27/1/2016 2:32:10 AM, False, Not Annotated, False,,,933.4946,0.0239,3.55904E-05,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,933.6153, 27/1/2016 2:32:11 AM, False, Not Annotated, False,,,933.2543,0.361,0.008119911,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,933.6347, 27/1/2016 2:32:12 AM, False, Not Annotated, False,,,933.3344,0.3003,0.005618851,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,933.7325, 27/1/2016 2:32:13 AM, False, Not Annotated, False,,,933.3745,0.358,0.007985514,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,933.8728, 27/1/2016 2:32:14 AM, False, Not Annotated, False,,,933.5748,0.298,0.005533111,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,933.8384, 27/1/2016 2:32:15 AM, False, Not Annotated, False,,,933.3344,0.504,0.015826975,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,933.8384, 27/1/2016 2:32:16 AM, False, Not Annotated, False,,,933.3344,0.504,0.015826975,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,933.8403, 27/1/2016 2:32:17 AM, False, Not Annotated, False,,,933.2944,0.5459,0.01856791,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,933.7704, 27/1/2016 2:32:18 AM, False, Not Annotated, False,,,933.3745,0.3959,0.0097658,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,933.7451, 27/1/2016 2:32:19 AM, False, Not Annotated, False,,,932.9339,0.8112,0.041000837,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,933.7272, 27/1/2016 2:32:20 AM, False, Not Annotated, False,,,933.2543,0.4729,0.013933989,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,933.7145, 27/1/2016 2:32:21 AM, False, Not Annotated, False,,,933.2543,0.4602,0.013195628,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,933.7784, 27/1/2016 2:32:22 AM, False, Not Annotated, False,,,933.5748,0.2036,0.00258281,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,933.7784, 27/1/2016 2:32:23 AM, False, Not Annotated, False,,,933.3344,0.444,0.012282953,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,933.7784, 27/1/2016 2:32:24 AM, False, Not Annotated, False,,,933.3344,0.444,0.012282953,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,933.8495, 27/1/2016 2:32:25 AM, False, Not Annotated, False,,,933.1742,0.6753,0.028413867,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,933.8442, 27/1/2016 2:32:26 AM, False, Not Annotated, False,,,933.1742,0.67,0.027969612,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,933.799, 27/1/2016 2:32:27 AM, False, Not Annotated, False,,,932.9739,0.8251,0.042417983,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,933.6481, 27/1/2016 2:32:28 AM, False, Not Annotated, False,,,932.5734,1.0747,0.071963344,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,933.483, 27/1/2016 2:32:29 AM, False, Not Annotated, False,,,932.8939,0.5891,0.021622947,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,933.4857, 27/1/2016 2:32:30 AM, False, Not Annotated, False,,,932.8939,0.5918,0.021821609,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,933.415, 27/1/2016 2:32:31 AM, False, Not Annotated, False,,,932.7737,0.6413,0.025624731,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,933.415, 27/1/2016 2:32:32 AM, False, Not Annotated, False,,,932.7737,0.6413,0.025624731,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,933.3408, 27/1/2016 2:32:33 AM, False, Not Annotated, False,,,932.7737,0.5671,0.020038081,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,933.2756, 27/1/2016 2:32:34 AM, False, Not Annotated, False,,,932.6535,0.6221,0.024113333,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,933.2076, 27/1/2016 2:32:35 AM, False, Not Annotated, False,,,932.7737,0.4339,0.01173049,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,933.2026, 27/1/2016 2:32:36 AM, False, Not Annotated, False,,,932.7336,0.469,0.01370511,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,933.2026, 27/1/2016 2:32:37 AM, False, Not Annotated, False,,,932.7336,0.469,0.01370511,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,933.2485, 27/1/2016 2:32:38 AM, False, Not Annotated, False,,,932.7737,0.4748,0.014046181,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,933.2576, 27/1/2016 2:32:39 AM, False, Not Annotated, False,,,932.8939,0.3637,0.008241826,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,933.2408, 27/1/2016 2:32:40 AM, False, Not Annotated, False,,,932.4933,0.7475,0.034814426,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,933.1696, 27/1/2016 2:32:41 AM, False, Not Annotated, False,,,932.5333,0.6363,0.025226714,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,933.2214, 27/1/2016 2:32:42 AM, False, Not Annotated, False,,,932.8939,0.3275,0.006682815,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,933.2214, 27/1/2016 2:32:43 AM, False, Not Annotated, False,,,932.7336,0.4878,0.014825878,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,933.2214, 27/1/2016 2:32:44 AM, False, Not Annotated, False,,,932.7336,0.4878,0.014825878,3.84,3.48,,,,,,
D8CF2232, ERROR_P1_Ls,933.3278, 27/1/2016 2:32:45 AM, False, Not Annotated, False,,,933.2944,0.0334,6.95072E-05,3.84,3.48,,,,,,
