Server, Tagname,Estimation, Timestamp, Questionable, Annotated, Substituted,,,LIT-301,z(k),,g(k),,
D8CF2232, ERROR_P1_Ls,970.1746, 26/1/2016 2:22:00 AM, False, Not Annotated, False,,,969.9837,0.1909,,0.007827077,,
D8CF2232, ERROR_P1_Ls,970.2913, 26/1/2016 2:22:01 AM, False, Not Annotated, False,,,970.5444,0.2531,,0.013758531,,
D8CF2232, ERROR_P1_Ls,970.4091, 26/1/2016 2:22:02 AM, False, Not Annotated, False,,,970.6245,0.2154,,0.009965043,,
D8CF2232, ERROR_P1_Ls,970.6369, 26/1/2016 2:22:03 AM, False, Not Annotated, False,,,970.5444,0.0925,,0.001837686,,
D8CF2232, ERROR_P1_Ls,970.8569, 26/1/2016 2:22:04 AM, False, Not Annotated, False,,,970.4644,0.3925,,0.033087739,,0.214777017
D8CF2232, ERROR_P1_Ls,970.9292, 26/1/2016 2:22:05 AM, False, Not Annotated, False,,,969.9837,0.9455,,0.192004248,,
D8CF2232, ERROR_P1_Ls,970.9437, 26/1/2016 2:22:06 AM, False, Not Annotated, False,,,970.3442,0.5995,,0.077190907,,
D8CF2232, ERROR_P1_Ls,970.8708, 26/1/2016 2:22:07 AM, False, Not Annotated, False,,,970.1439,0.7269,,0.113484647,,
D8CF2232, ERROR_P1_Ls,970.841, 26/1/2016 2:22:08 AM, False, Not Annotated, False,,,970.1439,0.6971,,0.104370542,,
D8CF2232, ERROR_P1_Ls,970.8195, 26/1/2016 2:22:09 AM, False, Not Annotated, False,,,970.0638,0.7557,,0.122655384,,
D8CF2232, ERROR_P1_Ls,970.8155, 26/1/2016 2:22:10 AM, False, Not Annotated, False,,,970.184,0.6315,,0.085651403,,
D8CF2232, ERROR_P1_Ls,970.8721, 26/1/2016 2:22:11 AM, False, Not Annotated, False,,,970.3842,0.4879,,0.051126894,,
D8CF2232, ERROR_P1_Ls,970.8513, 26/1/2016 2:22:12 AM, False, Not Annotated, False,,,970.6646,0.1867,,0.007486458,,
D8CF2232, ERROR_P1_Ls,970.8961, 26/1/2016 2:22:13 AM, False, Not Annotated, False,,,970.7847,0.1114,,0.002665374,,
D8CF2232, ERROR_P1_Ls,970.9514, 26/1/2016 2:22:14 AM, False, Not Annotated, False,,,970.8649,0.0865,,0.001607015,,
D8CF2232, ERROR_P1_Ls,971.0275, 26/1/2016 2:22:15 AM, False, Not Annotated, False,,,971.1453,0.1178,,0.002980426,,
D8CF2232, ERROR_P1_Ls,971.2001, 26/1/2016 2:22:16 AM, False, Not Annotated, False,,,970.9449,0.2552,,0.01398779,,
D8CF2232, ERROR_P1_Ls,971.3461, 26/1/2016 2:22:17 AM, False, Not Annotated, False,,,970.9449,0.4012,,0.034570815,,
D8CF2232, ERROR_P1_Ls,971.4131, 26/1/2016 2:22:18 AM, False, Not Annotated, False,,,971.3455,0.0676,,0.000981479,,
D8CF2232, ERROR_P1_Ls,971.4484, 26/1/2016 2:22:19 AM, False, Not Annotated, False,,,970.8649,0.5835,,0.073125608,,
D8CF2232, ERROR_P1_Ls,971.4995, 26/1/2016 2:22:20 AM, False, Not Annotated, False,,,970.7847,0.7148,,0.109737954,,
D8CF2232, ERROR_P1_Ls,971.4407, 26/1/2016 2:22:21 AM, False, Not Annotated, False,,,970.6646,0.7761,,0.12936689,,
D8CF2232, ERROR_P1_Ls,971.3637, 26/1/2016 2:22:22 AM, False, Not Annotated, False,,,970.6245,0.7392,,0.117357727,,
D8CF2232, ERROR_P1_Ls,971.3096, 26/1/2016 2:22:23 AM, False, Not Annotated, False,,,970.4644,0.8452,,0.153428751,,
D8CF2232, ERROR_P1_Ls,971.2477, 26/1/2016 2:22:24 AM, False, Not Annotated, False,,,970.1439,1.1038,,0.261678807,,
D8CF2232, ERROR_P1_Ls,971.2477, 26/1/2016 2:22:25 AM, False, Not Annotated, False,,,970.1439,1.1038,,0.261678807,,
D8CF2232, ERROR_P1_Ls,971.1448, 26/1/2016 2:22:26 AM, False, Not Annotated, False,,,969.9436,1.2012,,0.309897747,,
D8CF2232, ERROR_P1_Ls,971.0134, 26/1/2016 2:22:27 AM, False, Not Annotated, False,,,970.0237,0.9897,,0.210375379,,
D8CF2232, ERROR_P1_Ls,970.814, 26/1/2016 2:22:28 AM, False, Not Annotated, False,,,970.3442,0.4698,,0.04740387,,
D8CF2232, ERROR_P1_Ls,970.757, 26/1/2016 2:22:29 AM, False, Not Annotated, False,,,969.9837,0.7733,,0.128435119,,
D8CF2232, ERROR_P1_Ls,970.8, 26/1/2016 2:22:30 AM, False, Not Annotated, False,,,970.1439,0.6561,,0.092454456,,
D8CF2232, ERROR_P1_Ls,970.8057, 26/1/2016 2:22:31 AM, False, Not Annotated, False,,,970.184,0.6217,,0.083013649,,
D8CF2232, ERROR_P1_Ls,970.8573, 26/1/2016 2:22:32 AM, False, Not Annotated, False,,,970.224,0.6333,,0.086140373,,
D8CF2232, ERROR_P1_Ls,970.8342, 26/1/2016 2:22:33 AM, False, Not Annotated, False,,,970.0638,0.7704,,0.12747362,,
D8CF2232, ERROR_P1_Ls,970.8081, 26/1/2016 2:22:34 AM, False, Not Annotated, False,,,970.1439,0.6642,,0.094751374,,
D8CF2232, ERROR_P1_Ls,970.7542, 26/1/2016 2:22:35 AM, False, Not Annotated, False,,,970.3842,0.37,,0.029402971,,
D8CF2232, ERROR_P1_Ls,970.6915, 26/1/2016 2:22:36 AM, False, Not Annotated, False,,,970.0237,0.6678,,0.095781272,,
D8CF2232, ERROR_P1_Ls,970.6589, 26/1/2016 2:22:37 AM, False, Not Annotated, False,,,970.1439,0.515,,0.05696423,,
D8CF2232, ERROR_P1_Ls,970.6241, 26/1/2016 2:22:38 AM, False, Not Annotated, False,,,970.7447,0.1206,,0.003123794,,
D8CF2232, ERROR_P1_Ls,970.5854, 26/1/2016 2:22:39 AM, False, Not Annotated, False,,,971.2654,0.68,,0.099312885,,
D8CF2232, ERROR_P1_Ls,971.0203, 26/1/2016 2:22:40 AM, False, Not Annotated, False,,,968.1453,2.875,,1.775266141,,
D8CF2232, ERROR_P1_Ls,970.3296, 26/1/2016 2:22:41 AM, False, Not Annotated, False,,,968.1453,2.1843,,1.024736825,,
D8CF2232, ERROR_P1_Ls,969.8438, 26/1/2016 2:22:42 AM, False, Not Annotated, False,,,968.1453,1.6985,,0.619610651,,
D8CF2232, ERROR_P1_Ls,969.2615, 26/1/2016 2:22:43 AM, False, Not Annotated, False,,,968.1453,1.1162,,0.267591188,,
D8CF2232, ERROR_P1_Ls,969.0931, 26/1/2016 2:22:44 AM, False, Not Annotated, False,,,968.1453,0.9478,,0.192939514,,
D8CF2232, ERROR_P1_Ls,968.9748, 26/1/2016 2:22:45 AM, False, Not Annotated, False,,,968.1453,0.8295,,0.147781664,,
D8CF2232, ERROR_P1_Ls,968.8932, 26/1/2016 2:22:46 AM, False, Not Annotated, False,,,968.1453,0.7479,,0.120136462,,
D8CF2232, ERROR_P1_Ls,968.8351, 26/1/2016 2:22:47 AM, False, Not Annotated, False,,,968.1453,0.6898,,0.10219606,,
D8CF2232, ERROR_P1_Ls,968.7937, 26/1/2016 2:22:48 AM, False, Not Annotated, False,,,968.1453,0.6484,,0.090297096,,
D8CF2232, ERROR_P1_Ls,968.7646, 26/1/2016 2:22:49 AM, False, Not Annotated, False,,,968.1453,0.6193,,0.082373958,,
D8CF2232, ERROR_P1_Ls,968.7441, 26/1/2016 2:22:50 AM, False, Not Annotated, False,,,968.1453,0.5988,,0.07701075,,
D8CF2232, ERROR_P1_Ls,968.7312, 26/1/2016 2:22:51 AM, False, Not Annotated, False,,,968.1453,0.5859,,0.073728393,,
D8CF2232, ERROR_P1_Ls,968.7221, 26/1/2016 2:22:52 AM, False, Not Annotated, False,,,968.1453,0.5768,,0.07145593,,
D8CF2232, ERROR_P1_Ls,968.7221, 26/1/2016 2:22:53 AM, False, Not Annotated, False,,,968.1453,0.5768,,0.07145593,,
D8CF2232, ERROR_P1_Ls,968.715, 26/1/2016 2:22:54 AM, False, Not Annotated, False,,,968.1453,0.5697,,0.069707613,,
D8CF2232, ERROR_P1_Ls,968.709, 26/1/2016 2:22:55 AM, False, Not Annotated, False,,,968.1453,0.5637,,0.068247043,,
D8CF2232, ERROR_P1_Ls,968.7032, 26/1/2016 2:22:56 AM, False, Not Annotated, False,,,968.1453,0.5579,,0.066849859,,
D8CF2232, ERROR_P1_Ls,968.7007, 26/1/2016 2:22:57 AM, False, Not Annotated, False,,,968.1453,0.5554,,0.066252081,,
D8CF2232, ERROR_P1_Ls,968.6984, 26/1/2016 2:22:58 AM, False, Not Annotated, False,,,968.1453,0.5531,,0.065704496,,
D8CF2232, ERROR_P1_Ls,968.6953, 26/1/2016 2:22:59 AM, False, Not Annotated, False,,,968.1453,0.55,,0.064970042,,
D8CF2232, ERROR_P1_Ls,968.6948, 26/1/2016 2:23:00 AM, False, Not Annotated, False,,,968.1453,0.5495,,0.064851969,,
D8CF2232, ERROR_P1_Ls,968.6944, 26/1/2016 2:23:01 AM, False, Not Annotated, False,,,968.1453,0.5491,,0.064757587,,
D8CF2232, ERROR_P1_Ls,968.6944, 26/1/2016 2:23:02 AM, False, Not Annotated, False,,,968.1453,0.5491,,0.064757587,,
D8CF2232, ERROR_P1_Ls,968.6957, 26/1/2016 2:23:03 AM, False, Not Annotated, False,,,968.1453,0.5504,,0.065064579,,
D8CF2232, ERROR_P1_Ls,968.6966, 26/1/2016 2:23:04 AM, False, Not Annotated, False,,,968.1453,0.5513,,0.065277537,,
D8CF2232, ERROR_P1_Ls,968.6972, 26/1/2016 2:23:05 AM, False, Not Annotated, False,,,968.1453,0.5519,,0.065419702,,
D8CF2232, ERROR_P1_Ls,968.6957, 26/1/2016 2:23:06 AM, False, Not Annotated, False,,,968.1453,0.5504,,0.065064579,,
D8CF2232, ERROR_P1_Ls,968.6938, 26/1/2016 2:23:07 AM, False, Not Annotated, False,,,968.1453,0.5485,,0.064616144,,
D8CF2232, ERROR_P1_Ls,968.6923, 26/1/2016 2:23:08 AM, False, Not Annotated, False,,,968.1453,0.547,,0.064263211,,
D8CF2232, ERROR_P1_Ls,968.6923, 26/1/2016 2:23:09 AM, False, Not Annotated, False,,,968.1453,0.547,,0.064263211,,
D8CF2232, ERROR_P1_Ls,968.6913, 26/1/2016 2:23:10 AM, False, Not Annotated, False,,,968.1453,0.546,,0.06402846,,
D8CF2232, ERROR_P1_Ls,968.6897, 26/1/2016 2:23:11 AM, False, Not Annotated, False,,,968.1453,0.5444,,0.063653752,,
D8CF2232, ERROR_P1_Ls,968.6899, 26/1/2016 2:23:12 AM, False, Not Annotated, False,,,968.1453,0.5446,,0.06370053,,
D8CF2232, ERROR_P1_Ls,968.6902, 26/1/2016 2:23:13 AM, False, Not Annotated, False,,,968.1453,0.5449,,0.06377073,,
D8CF2232, ERROR_P1_Ls,968.6924, 26/1/2016 2:23:14 AM, False, Not Annotated, False,,,968.1453,0.5471,,0.06428671,,
D8CF2232, ERROR_P1_Ls,968.6944, 26/1/2016 2:23:15 AM, False, Not Annotated, False,,,968.1453,0.5491,,0.064757587,,
D8CF2232, ERROR_P1_Ls,968.6959, 26/1/2016 2:23:16 AM, False, Not Annotated, False,,,968.1453,0.5506,,0.065111873,,
D8CF2232, ERROR_P1_Ls,968.6957, 26/1/2016 2:23:17 AM, False, Not Annotated, False,,,968.1453,0.5504,,0.065064579,,
D8CF2232, ERROR_P1_Ls,968.6954, 26/1/2016 2:23:18 AM, False, Not Annotated, False,,,968.1453,0.5501,,0.06499367,,
D8CF2232, ERROR_P1_Ls,968.6941, 26/1/2016 2:23:19 AM, False, Not Annotated, False,,,968.1453,0.5488,,0.064686846,,
D8CF2232, ERROR_P1_Ls,968.6932, 26/1/2016 2:23:20 AM, False, Not Annotated, False,,,968.1453,0.5479,,0.064474855,,
D8CF2232, ERROR_P1_Ls,968.6925, 26/1/2016 2:23:21 AM, False, Not Annotated, False,,,968.1453,0.5472,,0.064310213,,
D8CF2232, ERROR_P1_Ls,968.6918, 26/1/2016 2:23:22 AM, False, Not Annotated, False,,,968.1453,0.5465,,0.064145782,,
D8CF2232, ERROR_P1_Ls,968.6922, 26/1/2016 2:23:23 AM, False, Not Annotated, False,,,968.1453,0.5469,,0.064239717,,
D8CF2232, ERROR_P1_Ls,968.695, 26/1/2016 2:23:24 AM, False, Not Annotated, False,,,968.1453,0.5497,,0.064899185,,
D8CF2232, ERROR_P1_Ls,968.6981, 26/1/2016 2:23:25 AM, False, Not Annotated, False,,,968.1453,0.5528,,0.06563324,,
D8CF2232, ERROR_P1_Ls,968.7005, 26/1/2016 2:23:26 AM, False, Not Annotated, False,,,968.1453,0.5552,,0.066204375,,
D8CF2232, ERROR_P1_Ls,968.7013, 26/1/2016 2:23:27 AM, False, Not Annotated, False,,,968.1453,0.556,,0.066395303,,
D8CF2232, ERROR_P1_Ls,968.7018, 26/1/2016 2:23:28 AM, False, Not Annotated, False,,,968.1453,0.5565,,0.066514772,,
D8CF2232, ERROR_P1_Ls,968.7022, 26/1/2016 2:23:29 AM, False, Not Annotated, False,,,968.1453,0.5569,,0.066610425,,
D8CF2232, ERROR_P1_Ls,968.7036, 26/1/2016 2:23:30 AM, False, Not Annotated, False,,,968.1453,0.5583,,0.066945752,,
D8CF2232, ERROR_P1_Ls,968.7061, 26/1/2016 2:23:31 AM, False, Not Annotated, False,,,968.1453,0.5608,,0.067546645,,
D8CF2232, ERROR_P1_Ls,968.7071, 26/1/2016 2:23:32 AM, False, Not Annotated, False,,,968.1453,0.5618,,0.067787754,,
D8CF2232, ERROR_P1_Ls,968.7071, 26/1/2016 2:23:33 AM, False, Not Annotated, False,,,968.1453,0.5618,,0.067787754,,
D8CF2232, ERROR_P1_Ls,968.7057, 26/1/2016 2:23:34 AM, False, Not Annotated, False,,,968.1453,0.5604,,0.067450322,,
D8CF2232, ERROR_P1_Ls,968.7059, 26/1/2016 2:23:35 AM, False, Not Annotated, False,,,968.1453,0.5606,,0.067498475,,
D8CF2232, ERROR_P1_Ls,968.7047, 26/1/2016 2:23:36 AM, False, Not Annotated, False,,,968.1453,0.5594,,0.067209814,,
D8CF2232, ERROR_P1_Ls,968.7038, 26/1/2016 2:23:37 AM, False, Not Annotated, False,,,968.1453,0.5585,,0.066993725,,
D8CF2232, ERROR_P1_Ls,968.7032, 26/1/2016 2:23:38 AM, False, Not Annotated, False,,,968.1453,0.5579,,0.066849859,,
D8CF2232, ERROR_P1_Ls,968.7028, 26/1/2016 2:23:39 AM, False, Not Annotated, False,,,968.1453,0.5575,,0.066754034,,
D8CF2232, ERROR_P1_Ls,968.7017, 26/1/2016 2:23:40 AM, False, Not Annotated, False,,,965.1453,3.5564,,2.716495407,,
D8CF2232, ERROR_P1_Ls,967.8105, 26/1/2016 2:23:41 AM, False, Not Annotated, False,,,965.1453,2.6652,,1.52562354,,
D8CF2232, ERROR_P1_Ls,967.1832, 26/1/2016 2:23:42 AM, False, Not Annotated, False,,,965.1453,2.0379,,0.891976701,,
D8CF2232, ERROR_P1_Ls,966.7426, 26/1/2016 2:23:43 AM, False, Not Annotated, False,,,965.1453,1.5973,,0.547975012,,
D8CF2232, ERROR_P1_Ls,966.4327, 26/1/2016 2:23:44 AM, False, Not Annotated, False,,,965.1453,1.2874,,0.355971133,,
D8CF2232, ERROR_P1_Ls,966.2148, 26/1/2016 2:23:45 AM, False, Not Annotated, False,,,965.1453,1.0695,,0.24566843,,
D8CF2232, ERROR_P1_Ls,966.0615, 26/1/2016 2:23:46 AM, False, Not Annotated, False,,,965.1453,0.9162,,0.180288633,,
D8CF2232, ERROR_P1_Ls,965.9537, 26/1/2016 2:23:47 AM, False, Not Annotated, False,,,965.1453,0.8084,,0.140359038,,
D8CF2232, ERROR_P1_Ls,965.8779, 26/1/2016 2:23:48 AM, False, Not Annotated, False,,,965.1453,0.7326,,0.115271409,,
D8CF2232, ERROR_P1_Ls,965.8232, 26/1/2016 2:23:49 AM, False, Not Annotated, False,,,965.1453,0.6779,,0.098700429,,
D8CF2232, ERROR_P1_Ls,965.7853, 26/1/2016 2:23:50 AM, False, Not Annotated, False,,,965.1453,0.64,,0.087972659,,
D8CF2232, ERROR_P1_Ls,965.7586, 26/1/2016 2:23:51 AM, False, Not Annotated, False,,,965.1453,0.6133,,0.080785553,,
D8CF2232, ERROR_P1_Ls,965.7387, 26/1/2016 2:23:52 AM, False, Not Annotated, False,,,965.1453,0.5934,,0.075628042,,
D8CF2232, ERROR_P1_Ls,965.723, 26/1/2016 2:23:53 AM, False, Not Annotated, False,,,965.1453,0.5777,,0.071679094,,
D8CF2232, ERROR_P1_Ls,965.712, 26/1/2016 2:23:54 AM, False, Not Annotated, False,,,965.1453,0.5667,,0.068975395,,
D8CF2232, ERROR_P1_Ls,965.7042, 26/1/2016 2:23:55 AM, False, Not Annotated, False,,,965.1453,0.5589,,0.067089722,,
D8CF2232, ERROR_P1_Ls,965.6987, 26/1/2016 2:23:56 AM, False, Not Annotated, False,,,965.1453,0.5534,,0.065775791,,
D8CF2232, ERROR_P1_Ls,965.6959, 26/1/2016 2:23:57 AM, False, Not Annotated, False,,,965.1453,0.5506,,0.065111873,,
D8CF2232, ERROR_P1_Ls,965.6952, 26/1/2016 2:23:58 AM, False, Not Annotated, False,,,965.1453,0.5499,,0.064946419,,
D8CF2232, ERROR_P1_Ls,965.6956, 26/1/2016 2:23:59 AM, False, Not Annotated, False,,,965.1453,0.5503,,0.065040938,,
D8CF2232, ERROR_P1_Ls,965.6956, 26/1/2016 2:24:00 AM, False, Not Annotated, False,,,965.1453,0.5503,,0.065040938,,
D8CF2232, ERROR_P1_Ls,965.6947, 26/1/2016 2:24:01 AM, False, Not Annotated, False,,,965.1453,0.5494,,0.064828367,,
D8CF2232, ERROR_P1_Ls,965.6941, 26/1/2016 2:24:02 AM, False, Not Annotated, False,,,965.1453,0.5488,,0.064686846,,
D8CF2232, ERROR_P1_Ls,965.6939, 26/1/2016 2:24:03 AM, False, Not Annotated, False,,,965.1453,0.5486,,0.064639707,,
D8CF2232, ERROR_P1_Ls,965.6938, 26/1/2016 2:24:04 AM, False, Not Annotated, False,,,965.1453,0.5485,,0.064616144,,
D8CF2232, ERROR_P1_Ls,965.6938, 26/1/2016 2:24:05 AM, False, Not Annotated, False,,,965.1453,0.5485,,0.064616144,,
D8CF2232, ERROR_P1_Ls,965.6937, 26/1/2016 2:24:06 AM, False, Not Annotated, False,,,965.1453,0.5484,,0.064592585,,
D8CF2232, ERROR_P1_Ls,965.6958, 26/1/2016 2:24:07 AM, False, Not Annotated, False,,,965.1453,0.5505,,0.065088224,,
D8CF2232, ERROR_P1_Ls,965.6968, 26/1/2016 2:24:08 AM, False, Not Annotated, False,,,965.1453,0.5515,,0.065324908,,
D8CF2232, ERROR_P1_Ls,965.6968, 26/1/2016 2:24:09 AM, False, Not Annotated, False,,,965.1453,0.5515,,0.065324908,,
D8CF2232, ERROR_P1_Ls,965.6972, 26/1/2016 2:24:10 AM, False, Not Annotated, False,,,965.1453,0.5519,,0.065419702,,
D8CF2232, ERROR_P1_Ls,965.6981, 26/1/2016 2:24:11 AM, False, Not Annotated, False,,,965.1453,0.5528,,0.06563324,,
D8CF2232, ERROR_P1_Ls,965.6996, 26/1/2016 2:24:12 AM, False, Not Annotated, False,,,965.1453,0.5543,,0.065989909,,
D8CF2232, ERROR_P1_Ls,965.7, 26/1/2016 2:24:13 AM, False, Not Annotated, False,,,965.1453,0.5547,,0.066085184,,
D8CF2232, ERROR_P1_Ls,965.7, 26/1/2016 2:24:14 AM, False, Not Annotated, False,,,965.1453,0.5547,,0.066085184,,
D8CF2232, ERROR_P1_Ls,965.6998, 26/1/2016 2:24:15 AM, False, Not Annotated, False,,,965.1453,0.5545,,0.066037538,,
D8CF2232, ERROR_P1_Ls,965.6996, 26/1/2016 2:24:16 AM, False, Not Annotated, False,,,965.1453,0.5543,,0.065989909,,
D8CF2232, ERROR_P1_Ls,965.6996, 26/1/2016 2:24:17 AM, False, Not Annotated, False,,,965.1453,0.5543,,0.065989909,,
D8CF2232, ERROR_P1_Ls,965.7024, 26/1/2016 2:24:18 AM, False, Not Annotated, False,,,965.1453,0.5571,,0.066658278,,
D8CF2232, ERROR_P1_Ls,965.7047, 26/1/2016 2:24:19 AM, False, Not Annotated, False,,,965.1453,0.5594,,0.067209814,,
D8CF2232, ERROR_P1_Ls,965.7062, 26/1/2016 2:24:20 AM, False, Not Annotated, False,,,965.1453,0.5609,,0.067570736,,
D8CF2232, ERROR_P1_Ls,965.7062, 26/1/2016 2:24:21 AM, False, Not Annotated, False,,,965.1453,0.5609,,0.067570736,,
D8CF2232, ERROR_P1_Ls,965.7064, 26/1/2016 2:24:22 AM, False, Not Annotated, False,,,965.1453,0.5611,,0.067618932,,
D8CF2232, ERROR_P1_Ls,965.7064, 26/1/2016 2:24:23 AM, False, Not Annotated, False,,,965.1453,0.5611,,0.067618932,,
D8CF2232, ERROR_P1_Ls,965.7064, 26/1/2016 2:24:24 AM, False, Not Annotated, False,,,965.1453,0.5611,,0.067618932,,
D8CF2232, ERROR_P1_Ls,965.7064, 26/1/2016 2:24:25 AM, False, Not Annotated, False,,,965.1453,0.5611,,0.067618932,,
D8CF2232, ERROR_P1_Ls,965.7059, 26/1/2016 2:24:26 AM, False, Not Annotated, False,,,965.1453,0.5606,,0.067498475,,
D8CF2232, ERROR_P1_Ls,965.7051, 26/1/2016 2:24:27 AM, False, Not Annotated, False,,,965.1453,0.5598,,0.067305966,,
D8CF2232, ERROR_P1_Ls,965.7045, 26/1/2016 2:24:28 AM, False, Not Annotated, False,,,965.1453,0.5592,,0.067161764,,
D8CF2232, ERROR_P1_Ls,965.7033, 26/1/2016 2:24:29 AM, False, Not Annotated, False,,,965.1453,0.558,,0.066873826,,
D8CF2232, ERROR_P1_Ls,965.7023, 26/1/2016 2:24:30 AM, False, Not Annotated, False,,,965.1453,0.557,,0.066634349,,
D8CF2232, ERROR_P1_Ls,965.7001, 26/1/2016 2:24:31 AM, False, Not Annotated, False,,,965.1453,0.5548,,0.066109014,,
D8CF2232, ERROR_P1_Ls,965.6985, 26/1/2016 2:24:32 AM, False, Not Annotated, False,,,965.1453,0.5532,,0.065728257,,
D8CF2232, ERROR_P1_Ls,965.6974, 26/1/2016 2:24:33 AM, False, Not Annotated, False,,,965.1453,0.5521,,0.065467125,,
D8CF2232, ERROR_P1_Ls,965.6955, 26/1/2016 2:24:34 AM, False, Not Annotated, False,,,965.1453,0.5502,,0.065017302,,
D8CF2232, ERROR_P1_Ls,965.693, 26/1/2016 2:24:35 AM, False, Not Annotated, False,,,965.1453,0.5477,,0.064427793,,
D8CF2232, ERROR_P1_Ls,965.6913, 26/1/2016 2:24:36 AM, False, Not Annotated, False,,,965.1453,0.546,,0.06402846,,
D8CF2232, ERROR_P1_Ls,965.691, 26/1/2016 2:24:37 AM, False, Not Annotated, False,,,965.1453,0.5457,,0.063958119,,
D8CF2232, ERROR_P1_Ls,965.6913, 26/1/2016 2:24:38 AM, False, Not Annotated, False,,,965.1453,0.546,,0.06402846,,
D8CF2232, ERROR_P1_Ls,965.6932, 26/1/2016 2:24:39 AM, False, Not Annotated, False,,,965.1453,0.5479,,0.064474855,,
D8CF2232, ERROR_P1_Ls,965.6946, 26/1/2016 2:24:40 AM, False, Not Annotated, False,,,965.1453,0.5493,,0.064804769,,
D8CF2232, ERROR_P1_Ls,964.8065, 26/1/2016 2:24:41 AM, False, Not Annotated, False,,,962.1453,2.6612,,1.521047587,,
D8CF2232, ERROR_P1_Ls,964.1818, 26/1/2016 2:24:42 AM, False, Not Annotated, False,,,962.1453,2.0365,,0.890751579,,
D8CF2232, ERROR_P1_Ls,963.7424, 26/1/2016 2:24:43 AM, False, Not Annotated, False,,,962.1453,1.5971,,0.547837796,,
D8CF2232, ERROR_P1_Ls,963.4341, 26/1/2016 2:24:44 AM, False, Not Annotated, False,,,962.1453,1.2888,,0.356745765,,
D8CF2232, ERROR_P1_Ls,963.2165, 26/1/2016 2:24:45 AM, False, Not Annotated, False,,,962.1453,1.0712,,0.246450044,,
D8CF2232, ERROR_P1_Ls,963.0627, 26/1/2016 2:24:46 AM, False, Not Annotated, False,,,962.1453,0.9174,,0.180761212,,
D8CF2232, ERROR_P1_Ls,962.9536, 26/1/2016 2:24:47 AM, False, Not Annotated, False,,,962.1453,0.8083,,0.140324315,,
D8CF2232, ERROR_P1_Ls,962.8779, 26/1/2016 2:24:48 AM, False, Not Annotated, False,,,962.1453,0.7326,,0.115271409,,
D8CF2232, ERROR_P1_Ls,962.8266, 26/1/2016 2:24:49 AM, False, Not Annotated, False,,,962.1453,0.6813,,0.099692974,,
D8CF2232, ERROR_P1_Ls,962.7896, 26/1/2016 2:24:50 AM, False, Not Annotated, False,,,962.1453,0.6443,,0.089158763,,
D8CF2232, ERROR_P1_Ls,962.763, 26/1/2016 2:24:51 AM, False, Not Annotated, False,,,962.1453,0.6177,,0.081948871,,
D8CF2232, ERROR_P1_Ls,962.7443, 26/1/2016 2:24:52 AM, False, Not Annotated, False,,,962.1453,0.599,,0.077062202,,
D8CF2232, ERROR_P1_Ls,962.7303, 26/1/2016 2:24:53 AM, False, Not Annotated, False,,,962.1453,0.585,,0.073502059,,
D8CF2232, ERROR_P1_Ls,962.7202, 26/1/2016 2:24:54 AM, False, Not Annotated, False,,,962.1453,0.5749,,0.070985948,,
D8CF2232, ERROR_P1_Ls,962.7106, 26/1/2016 2:24:55 AM, False, Not Annotated, False,,,962.1453,0.5653,,0.068635017,,
D8CF2232, ERROR_P1_Ls,962.7036, 26/1/2016 2:24:56 AM, False, Not Annotated, False,,,962.1453,0.5583,,0.066945752,,
D8CF2232, ERROR_P1_Ls,962.6974, 26/1/2016 2:24:57 AM, False, Not Annotated, False,,,962.1453,0.5521,,0.065467125,,
D8CF2232, ERROR_P1_Ls,962.6935, 26/1/2016 2:24:58 AM, False, Not Annotated, False,,,962.1453,0.5482,,0.06454548,,
D8CF2232, ERROR_P1_Ls,962.6907, 26/1/2016 2:24:59 AM, False, Not Annotated, False,,,962.1453,0.5454,,0.063887816,,
D8CF2232, ERROR_P1_Ls,962.6892, 26/1/2016 2:25:00 AM, False, Not Annotated, False,,,962.1453,0.5439,,0.063536881,,
D8CF2232, ERROR_P1_Ls,962.6892, 26/1/2016 2:25:01 AM, False, Not Annotated, False,,,962.1453,0.5439,,0.063536881,,
D8CF2232, ERROR_P1_Ls,962.6907, 26/1/2016 2:25:02 AM, False, Not Annotated, False,,,962.1453,0.5454,,0.063887816,,
D8CF2232, ERROR_P1_Ls,962.6925, 26/1/2016 2:25:03 AM, False, Not Annotated, False,,,962.1453,0.5472,,0.064310213,,
D8CF2232, ERROR_P1_Ls,962.6947, 26/1/2016 2:25:04 AM, False, Not Annotated, False,,,962.1453,0.5494,,0.064828367,,
D8CF2232, ERROR_P1_Ls,962.6951, 26/1/2016 2:25:05 AM, False, Not Annotated, False,,,962.1453,0.5498,,0.0649228,,
D8CF2232, ERROR_P1_Ls,962.6951, 26/1/2016 2:25:06 AM, False, Not Annotated, False,,,962.1453,0.5498,,0.0649228,,
D8CF2232, ERROR_P1_Ls,962.6939, 26/1/2016 2:25:07 AM, False, Not Annotated, False,,,962.1453,0.5486,,0.064639707,,
D8CF2232, ERROR_P1_Ls,962.6934, 26/1/2016 2:25:08 AM, False, Not Annotated, False,,,962.1453,0.5481,,0.064521934,,
D8CF2232, ERROR_P1_Ls,962.6921, 26/1/2016 2:25:09 AM, False, Not Annotated, False,,,962.1453,0.5468,,0.064216227,,
D8CF2232, ERROR_P1_Ls,962.6921, 26/1/2016 2:25:10 AM, False, Not Annotated, False,,,962.1453,0.5468,,0.064216227,,
