Server, Tagname, X_BAR, Timestamp, Questionable, Annotated, Substituted,,,,LIT301,Z,,,z(k),Threshold,LIT-301,Estimation,,g(k),Threshold,,,,,
D8CF2232, ERROR_P1_Ls,941.2365, 25/1/2016 12:25:00 AM, False, Not Annotated, False,,,,1002.267,61.0305,,,2.4724,3.48,900,897.5276,,7796.246913,3.84,,,,,
D8CF2232, ERROR_P1_Ls,941.2365, 25/1/2016 12:25:01 AM, False, Not Annotated, False,,,,1001.746,60.5095,,,2.4724,3.48,900,897.5276,,7796.246913,3.84,,,,var(z),1275.405198
D8CF2232, ERROR_P1_Ls,941.2365, 25/1/2016 12:25:02 AM, False, Not Annotated, False,,,,1001.626,60.3895,,,2.4724,3.48,900,897.5276,,7796.246913,3.84,,,,,
D8CF2232, ERROR_P1_Ls,941.2365, 25/1/2016 12:25:03 AM, False, Not Annotated, False,,,,1001.626,60.3895,,,2.4724,3.48,900,897.5276,,7796.246913,3.84,,,,max(z),273.2243
D8CF2232, ERROR_P1_Ls,950.9883, 25/1/2016 12:25:04 AM, False, Not Annotated, False,,,,1001.065,50.0767,,,2.4724,3.48,900,897.5276,,7796.246913,3.84,,,,,
D8CF2232, ERROR_P1_Ls,950.9883, 25/1/2016 12:25:05 AM, False, Not Annotated, False,,,,1000.745,49.7567,,,2.7281,3.48,900,897.2719,,9492.239477,3.84,,,,,
D8CF2232, ERROR_P1_Ls,950.9883, 25/1/2016 12:25:06 AM, False, Not Annotated, False,,,,1000.505,49.5167,,,2.7281,3.48,900,897.2719,,9492.239477,3.84,,,,,
D8CF2232, ERROR_P1_Ls,950.9883, 25/1/2016 12:25:07 AM, False, Not Annotated, False,,,,999.6636,48.6753,,,2.7281,3.48,900,897.2719,,9492.239477,3.84,,,,,
D8CF2232, ERROR_P1_Ls,950.9883, 25/1/2016 12:25:08 AM, False, Not Annotated, False,,,,999.2631,48.2748,,,2.7281,3.48,900,897.2719,,9492.239477,3.84,,,,,
D8CF2232, ERROR_P1_Ls,958.7791, 25/1/2016 12:25:09 AM, False, Not Annotated, False,,,,999.0227,40.2436,,,2.7281,3.48,900,897.2719,,9492.239477,3.84,,,,,
D8CF2232, ERROR_P1_Ls,958.7791, 25/1/2016 12:25:10 AM, False, Not Annotated, False,,,,998.0614,39.2823,,,2.9376,3.48,900,897.0624,,11006.09949,3.84,,,,,
D8CF2232, ERROR_P1_Ls,958.7791, 25/1/2016 12:25:11 AM, False, Not Annotated, False,,,,997.8611,39.082,,,2.9376,3.48,900,897.0624,,11006.09949,3.84,,,,,
D8CF2232, ERROR_P1_Ls,958.7791, 25/1/2016 12:25:12 AM, False, Not Annotated, False,,,,997.4606,38.6815,,,2.9376,3.48,900,897.0624,,11006.09949,3.84,,,,,
D8CF2232, ERROR_P1_Ls,958.7791, 25/1/2016 12:25:13 AM, False, Not Annotated, False,,,,997.02,38.2409,,,2.9376,3.48,900,897.0624,,11006.09949,3.84,,,,,
D8CF2232, ERROR_P1_Ls,964.871, 25/1/2016 12:25:14 AM, False, Not Annotated, False,,,,996.6996,31.8286,,,2.9376,3.48,900,897.0624,,11006.09949,3.84,,,,,
D8CF2232, ERROR_P1_Ls,964.871, 25/1/2016 12:25:15 AM, False, Not Annotated, False,,,,996.6996,31.8286,,,3.1104,3.48,900,896.8896,,12339.01811,3.84,,,,,
D8CF2232, ERROR_P1_Ls,964.871, 25/1/2016 12:25:16 AM, False, Not Annotated, False,,,,995.9385,31.0675,,,3.1104,3.48,900,896.8896,,12339.01811,3.84,,,,,
D8CF2232, ERROR_P1_Ls,964.871, 25/1/2016 12:25:17 AM, False, Not Annotated, False,,,,995.8585,30.9875,,,3.1104,3.48,900,896.8896,,12339.01811,3.84,,,,,
D8CF2232, ERROR_P1_Ls,964.871, 25/1/2016 12:25:18 AM, False, Not Annotated, False,,,,995.2576,30.3866,,,3.1104,3.48,900,896.8896,,12339.01811,3.84,,,,,
D8CF2232, ERROR_P1_Ls,967.3267, 25/1/2016 12:25:19 AM, False, Not Annotated, False,,,,994.7369,27.4102,,,3.1104,3.48,900,896.8896,,12339.01811,3.84,,,,,
D8CF2232, ERROR_P1_Ls,967.3267, 25/1/2016 12:25:20 AM, False, Not Annotated, False,,,,993.8958,26.5691,,,3.2509,3.48,900,896.7491,,13478.92746,3.84,,,,,
D8CF2232, ERROR_P1_Ls,967.3267, 25/1/2016 12:25:21 AM, False, Not Annotated, False,,,,993.2549,25.9282,,,3.2509,3.48,900,896.7491,,13478.92746,3.84,,,,,
D8CF2232, ERROR_P1_Ls,967.3267, 25/1/2016 12:25:22 AM, False, Not Annotated, False,,,,992.6942,25.3675,,,3.2509,3.48,900,896.7491,,13478.92746,3.84,,,,,
D8CF2232, ERROR_P1_Ls,967.3267, 25/1/2016 12:25:23 AM, False, Not Annotated, False,,,,992.494,25.1673,,,14.5157,3.48,911.2648,896.7491,,268734.9075,3.84,,,,,
D8CF2232, ERROR_P1_Ls,969.5864, 25/1/2016 12:25:24 AM, False, Not Annotated, False,,,,992.2536,22.6672,,,14.2753,3.48,911.0244,896.7491,,259907.375,3.84,,,,,
D8CF2232, ERROR_P1_Ls,969.5864, 25/1/2016 12:25:25 AM, False, Not Annotated, False,,,,992.2536,22.6672,,,11.6531,3.48,910.2634,898.6103,,173193.2899,3.84,,,,,
D8CF2232, ERROR_P1_Ls,969.5864, 25/1/2016 12:25:26 AM, False, Not Annotated, False,,,,991.6528,22.0664,,,11.3727,3.48,909.983,898.6103,,164958.7213,3.84,,,,,
D8CF2232, ERROR_P1_Ls,969.5864, 25/1/2016 12:25:27 AM, False, Not Annotated, False,,,,991.6127,22.0263,,,10.6918,3.48,909.3021,898.6103,,145797.3961,3.84,,,,,
D8CF2232, ERROR_P1_Ls,969.5864, 25/1/2016 12:25:28 AM, False, Not Annotated, False,,,,991.2523,21.6659,,,10.1711,3.48,908.7814,898.6103,,131942.2737,3.84,,,,,
D8CF2232, ERROR_P1_Ls,971.6303, 25/1/2016 12:25:29 AM, False, Not Annotated, False,,,,991.092,19.4617,,,9.6905,3.48,908.3008,898.6103,,119767.9144,3.84,,,,,
D8CF2232, ERROR_P1_Ls,971.6303, 25/1/2016 12:25:30 AM, False, Not Annotated, False,,,,990.6915,19.0612,,,8.2387,3.48,907.9003,899.6616,,86569.61641,3.84,,,,,
D8CF2232, ERROR_P1_Ls,971.6303, 25/1/2016 12:25:31 AM, False, Not Annotated, False,,,,990.2509,18.6206,,,7.9983,3.48,907.6599,899.6616,,81591.23267,3.84,,,,,
D8CF2232, ERROR_P1_Ls,971.6303, 25/1/2016 12:25:32 AM, False, Not Annotated, False,,,,990.291,18.6607,,,7.3975,3.48,907.0591,899.6616,,69793.99579,3.84,,,,,
D8CF2232, ERROR_P1_Ls,973.4076, 25/1/2016 12:25:33 AM, False, Not Annotated, False,,,,990.5313,17.1237,,,7.1171,3.48,906.7787,899.6616,,64603.23283,3.84,,,,,
D8CF2232, ERROR_P1_Ls,973.4076, 25/1/2016 12:25:34 AM, False, Not Annotated, False,,,,990.1708,16.7632,,,6.5163,3.48,906.1779,899.6616,,54156.45843,3.84,,,,,
D8CF2232, ERROR_P1_Ls,973.4076, 25/1/2016 12:25:35 AM, False, Not Annotated, False,,,,990.0507,16.6431,,,5.9049,3.48,906.0577,900.1528,,44470.62259,3.84,,,,,
D8CF2232, ERROR_P1_Ls,973.4076, 25/1/2016 12:25:36 AM, False, Not Annotated, False,,,,990.0507,16.6431,,,5.3042,3.48,905.457,900.1528,,35882.92998,3.84,,,,,
D8CF2232, ERROR_P1_Ls,973.4076, 25/1/2016 12:25:37 AM, False, Not Annotated, False,,,,990.4512,17.0436,,,5.0638,3.48,905.2166,900.1528,,32704.02485,3.84,,,,,
D8CF2232, ERROR_P1_Ls,973.4076, 25/1/2016 12:25:38 AM, False, Not Annotated, False,,,,990.5313,17.1237,,,4.5431,3.48,904.6959,900.1528,,26324.05005,3.84,,,,,
D8CF2232, ERROR_P1_Ls,974.9927, 25/1/2016 12:25:39 AM, False, Not Annotated, False,,,,990.2109,15.2182,,,4.2227,3.48,904.3755,900.1528,,22741.99563,3.84,,,,,
D8CF2232, ERROR_P1_Ls,974.9927, 25/1/2016 12:25:40 AM, False, Not Annotated, False,,,,990.4512,15.4585,,,3.3415,3.48,903.4943,900.1528,,14240.69045,3.84,,,,,
D8CF2232, ERROR_P1_Ls,974.9927, 25/1/2016 12:25:41 AM, False, Not Annotated, False,,,,990.2509,15.2582,,,3.0211,3.48,903.1739,900.1528,,11640.6791,3.84,,,,,
D8CF2232, ERROR_P1_Ls,974.9927, 25/1/2016 12:25:42 AM, False, Not Annotated, False,,,,990.4111,15.4184,,,3.0211,3.48,903.1739,900.1528,,11640.6791,3.84,,,,,
D8CF2232, ERROR_P1_Ls,974.9927, 25/1/2016 12:25:43 AM, False, Not Annotated, False,,,,990.291,15.2983,,,2.6606,3.48,902.8134,900.1528,,9028.32717,3.84,,,,,
D8CF2232, ERROR_P1_Ls,990.201, 25/1/2016 12:25:44 AM, False, Not Annotated, False,,,,989.9705,0.2305,,,2.1399,3.48,902.2927,900.1528,,5840.298877,3.84,,,,,
D8CF2232, ERROR_P1_Ls,990.201, 25/1/2016 12:25:45 AM, False, Not Annotated, False,,,,989.8904,0.3106,,,2.1399,3.48,902.2927,900.1528,,5840.298877,3.84,,,,,
D8CF2232, ERROR_P1_Ls,990.201, 25/1/2016 12:25:46 AM, False, Not Annotated, False,,,,990.0507,0.1503,,,0.2725,3.48,901.8121,902.0846,,94.70679253,3.84,,,,,
D8CF2232, ERROR_P1_Ls,990.201, 25/1/2016 12:25:47 AM, False, Not Annotated, False,,,,989.8504,0.3506,,,1.0336,3.48,901.051,902.0846,,1362.552097,3.84,,,,,
D8CF2232, ERROR_P1_Ls,990.201, 25/1/2016 12:25:48 AM, False, Not Annotated, False,,,,989.6902,0.5108,,,0.9134,3.48,901.1712,902.0846,,1064.06983,3.84,,,,,
D8CF2232, ERROR_P1_Ls,990.206, 25/1/2016 12:25:49 AM, False, Not Annotated, False,,,,989.8904,0.3156,,,1.8747,3.48,900.2099,902.0846,,4482.410987,3.84,,,,,
D8CF2232, ERROR_P1_Ls,990.206, 25/1/2016 12:25:50 AM, False, Not Annotated, False,,,,990.0106,0.1954,,,0.6574,3.48,900.0096,900.667,,551.1978498,3.84,,,,,
D8CF2232, ERROR_P1_Ls,990.206, 25/1/2016 12:25:51 AM, False, Not Annotated, False,,,,989.8904,0.3156,,,1.0178,3.48,899.6492,900.667,,1321.213517,3.84,,,,,
D8CF2232, ERROR_P1_Ls,990.206, 25/1/2016 12:25:52 AM, False, Not Annotated, False,,,,990.3711,0.1651,,,1.859,3.48,898.808,900.667,,4407.647907,3.84,,,,,
D8CF2232, ERROR_P1_Ls,990.206, 25/1/2016 12:25:53 AM, False, Not Annotated, False,,,,990.3711,0.1651,,,2.9404,3.48,897.7266,900.667,,11027.09061,3.84,,,,,
D8CF2232, ERROR_P1_Ls,990.3702, 25/1/2016 12:25:54 AM, False, Not Annotated, False,,,,990.4913,0.1211,,,3.9017,3.48,896.7653,900.667,,19415.82561,3.84,,,,,
D8CF2232, ERROR_P1_Ls,990.3702, 25/1/2016 12:25:55 AM, False, Not Annotated, False,,,,990.8517,0.4815,,,1.9515,3.48,896.8053,898.7568,,4857.191501,3.84,,,,,
D8CF2232, ERROR_P1_Ls,990.3702, 25/1/2016 12:25:56 AM, False, Not Annotated, False,,,,991.4926,1.1224,,,2.352,3.48,896.4048,898.7568,,7055.418021,3.84,,,,,
D8CF2232, ERROR_P1_Ls,990.3702, 25/1/2016 12:25:57 AM, False, Not Annotated, False,,,,991.2523,0.8821,,,2.8327,3.48,895.9241,898.7568,,10234.09114,3.84,,,,,
D8CF2232, ERROR_P1_Ls,990.6498, 25/1/2016 12:25:58 AM, False, Not Annotated, False,,,,991.2122,0.5624,,,3.3934,3.48,895.3634,898.7568,,14686.49718,3.84,,,,,
D8CF2232, ERROR_P1_Ls,990.6498, 25/1/2016 12:25:59 AM, False, Not Annotated, False,,,,991.3324,0.6826,,,4.1144,3.48,894.6424,898.7568,,21590.42234,3.84,,,,,
D8CF2232, ERROR_P1_Ls,990.6498, 25/1/2016 12:26:00 AM, False, Not Annotated, False,,,,991.6127,0.9629,,,2.4284,3.48,894.5223,896.9507,,7521.2247,3.84,,,,,
D8CF2232, ERROR_P1_Ls,990.6498, 25/1/2016 12:26:01 AM, False, Not Annotated, False,,,,991.6127,0.9629,,,3.3897,3.48,893.561,896.9507,,14654.48774,3.84,,,,,
D8CF2232, ERROR_P1_Ls,990.6498, 25/1/2016 12:26:02 AM, False, Not Annotated, False,,,,991.6528,1.003,,,3.4298,3.48,893.5209,896.9507,,15003.26248,3.84,,,,,
D8CF2232, ERROR_P1_Ls,990.6498, 25/1/2016 12:26:03 AM, False, Not Annotated, False,,,,991.6528,1.003,,,3.9505,3.48,893.0002,896.9507,,19904.54468,3.84,,,,,
D8CF2232, ERROR_P1_Ls,990.8536, 25/1/2016 12:26:04 AM, False, Not Annotated, False,,,,991.6127,0.7591,,,4.1508,3.48,892.7999,896.9507,,21974.13212,3.84,,,,,
D8CF2232, ERROR_P1_Ls,990.8536, 25/1/2016 12:26:05 AM, False, Not Annotated, False,,,,991.8931,1.0395,,,3.0464,3.48,892.119,895.1654,,11836.46365,3.84,,,,,
D8CF2232, ERROR_P1_Ls,990.8536, 25/1/2016 12:26:06 AM, False, Not Annotated, False,,,,991.7329,0.8793,,,4.1278,3.48,891.0376,895.1654,,21731.28506,3.84,,,,,
D8CF2232, ERROR_P1_Ls,990.8536, 25/1/2016 12:26:07 AM, False, Not Annotated, False,,,,991.3324,0.4788,,,4.0077,3.48,891.1577,895.1654,,20485.12057,3.84,,,,,
D8CF2232, ERROR_P1_Ls,990.8536, 25/1/2016 12:26:08 AM, False, Not Annotated, False,,,,991.4926,0.639,,,4.6085,3.48,890.5569,895.1654,,27087.39862,3.84,,,,,
D8CF2232, ERROR_P1_Ls,990.9695, 25/1/2016 12:26:09 AM, False, Not Annotated, False,,,,991.6528,0.6833,,,5.1692,3.48,889.9962,895.1654,,34079.62337,3.84,,,,,
D8CF2232, ERROR_P1_Ls,990.9695, 25/1/2016 12:26:10 AM, False, Not Annotated, False,,,,991.813,0.8435,,,5.1692,3.48,889.9962,895.1654,,34079.62337,3.84,,,,,
D8CF2232, ERROR_P1_Ls,990.9695, 25/1/2016 12:26:11 AM, False, Not Annotated, False,,,,991.4125,0.443,,,3.5898,3.48,889.7158,893.3056,,16435.71575,3.84,,,,,
D8CF2232, ERROR_P1_Ls,990.9695, 25/1/2016 12:26:12 AM, False, Not Annotated, False,,,,991.4926,0.5231,,,3.5097,3.48,889.7959,893.3056,,15710.43125,3.84,,,,,
D8CF2232, ERROR_P1_Ls,990.9695, 25/1/2016 12:26:13 AM, False, Not Annotated, False,,,,991.6127,0.6432,,,4.0704,3.48,889.2352,893.3056,,21131.10921,3.84,,,,,
D8CF2232, ERROR_P1_Ls,991.0728, 25/1/2016 12:26:14 AM, False, Not Annotated, False,,,,991.6528,0.58,,,4.5511,3.48,888.7545,893.3056,,26416.84036,3.84,,,,,
D8CF2232, ERROR_P1_Ls,991.0728, 25/1/2016 12:26:15 AM, False, Not Annotated, False,,,,991.4926,0.4198,,,4.6713,3.48,888.6343,893.3056,,27830.66823,3.84,,,,,
D8CF2232, ERROR_P1_Ls,991.0728, 25/1/2016 12:26:16 AM, False, Not Annotated, False,,,,991.4525,0.3797,,,3.6137,3.48,887.9935,891.6072,,16655.29413,3.84,,,,,
D8CF2232, ERROR_P1_Ls,991.0728, 25/1/2016 12:26:17 AM, False, Not Annotated, False,,,,991.6528,0.58,,,3.4535,3.48,888.1537,891.6072,,15211.32467,3.84,,,,,
D8CF2232, ERROR_P1_Ls,991.0728, 25/1/2016 12:26:18 AM, False, Not Annotated, False,,,,991.8531,0.7803,,,4.2946,3.48,887.3126,891.6072,,23523.04583,3.84,,,,,
D8CF2232, ERROR_P1_Ls,991.2158, 25/1/2016 12:26:19 AM, False, Not Annotated, False,,,,991.8931,0.6773,,,4.6551,3.48,886.9521,891.6072,,27637.97024,3.84,,,,,
D8CF2232, ERROR_P1_Ls,991.2158, 25/1/2016 12:26:20 AM, False, Not Annotated, False,,,,992.1334,0.9176,,,4.9755,3.48,886.6317,891.6072,,31573.41634,3.84,,,,,
D8CF2232, ERROR_P1_Ls,991.2158, 25/1/2016 12:26:21 AM, False, Not Annotated, False,,,,992.2136,0.9978,,,3.3918,3.48,886.5516,889.9434,,14672.65098,3.84,,,,,
D8CF2232, ERROR_P1_Ls,991.2158, 25/1/2016 12:26:22 AM, False, Not Annotated, False,,,,992.2536,1.0378,,,3.3918,3.48,886.5516,889.9434,,14672.65098,3.84,,,,,
D8CF2232, ERROR_P1_Ls,991.2158, 25/1/2016 12:26:23 AM, False, Not Annotated, False,,,,992.1334,0.9176,,,3.8324,3.48,886.111,889.9434,,18732.2428,3.84,,,,,
D8CF2232, ERROR_P1_Ls,991.3016, 25/1/2016 12:26:24 AM, False, Not Annotated, False,,,,991.8931,0.5915,,,4.5935,3.48,885.3499,889.9434,,26911.35447,3.84,,,,,
D8CF2232, ERROR_P1_Ls,991.3016, 25/1/2016 12:26:25 AM, False, Not Annotated, False,,,,991.8931,0.5915,,,4.0271,3.48,884.1884,888.2155,,20683.92447,3.84,,,,,
D8CF2232, ERROR_P1_Ls,991.3016, 25/1/2016 12:26:26 AM, False, Not Annotated, False,,,,991.813,0.5114,,,4.5078,3.48,883.7077,888.2155,,25916.56228,3.84,,,,,
D8CF2232, ERROR_P1_Ls,991.3016, 25/1/2016 12:26:27 AM, False, Not Annotated, False,,,,991.9332,0.6316,,,5.2287,3.48,882.9868,888.2155,,34868.68462,3.84,,,,,
D8CF2232, ERROR_P1_Ls,991.3016, 25/1/2016 12:26:28 AM, False, Not Annotated, False,,,,991.8531,0.5515,,,5.7094,3.48,882.5061,888.2155,,41574.69354,3.84,,,,,
D8CF2232, ERROR_P1_Ls,991.3309, 25/1/2016 12:26:29 AM, False, Not Annotated, False,,,,991.6127,0.2818,,,6.3903,3.48,881.8252,888.2155,,52082.35452,3.84,,,,,
D8CF2232, ERROR_P1_Ls,991.3309, 25/1/2016 12:26:30 AM, False, Not Annotated, False,,,,992.0533,0.7224,,,4.8256,3.48,881.4247,886.2503,,29699.61058,3.84,,,,,
D8CF2232, ERROR_P1_Ls,991.3309, 25/1/2016 12:26:31 AM, False, Not Annotated, False,,,,991.4525,0.1216,,,5.5466,3.48,880.7037,886.2503,,39237.54347,3.84,,,,,
D8CF2232, ERROR_P1_Ls,991.3309, 25/1/2016 12:26:32 AM, False, Not Annotated, False,,,,991.4525,0.1216,,,6.3076,3.48,879.9427,886.2503,,50743.0309,3.84,,,,,
D8CF2232, ERROR_P1_Ls,991.3309, 25/1/2016 12:26:33 AM, False, Not Annotated, False,,,,991.2523,0.0786,,,6.6681,3.48,879.5822,886.2503,,56709.04369,3.84,,,,,
D8CF2232, ERROR_P1_Ls,991.2974, 25/1/2016 12:26:34 AM, False, Not Annotated, False,,,,990.8918,0.4056,,,7.3491,3.48,878.9012,886.2503,,68883.69404,3.84,,,,,
D8CF2232, ERROR_P1_Ls,991.2974, 25/1/2016 12:26:35 AM, False, Not Annotated, False,,,,990.9318,0.3656,,,5.5828,3.48,878.6209,884.2037,,39751.3841,3.84,,,,,
D8CF2232, ERROR_P1_Ls,991.2974, 25/1/2016 12:26:36 AM, False, Not Annotated, False,,,,991.052,0.2454,,,5.7831,3.48,878.4206,884.2037,,42654.95807,3.84,,,,,
D8CF2232, ERROR_P1_Ls,991.2974, 25/1/2016 12:26:37 AM, False, Not Annotated, False,,,,991.2923,0.0051,,,6.464,3.48,877.7397,884.2037,,53290.62463,3.84,,,,,
D8CF2232, ERROR_P1_Ls,991.2974, 25/1/2016 12:26:38 AM, False, Not Annotated, False,,,,991.2122,0.0852,,,7.1049,3.48,877.0988,884.2037,,64381.93935,3.84,,,,,
D8CF2232, ERROR_P1_Ls,991.2691, 25/1/2016 12:26:39 AM, False, Not Annotated, False,,,,991.1321,0.137,,,7.3852,3.48,876.8185,884.2037,,69562.09245,3.84,,,,,
D8CF2232, ERROR_P1_Ls,991.2691, 25/1/2016 12:26:40 AM, False, Not Annotated, False,,,,991.1321,0.137,,,5.1198,3.48,877.0187,882.1385,,33431.36485,3.84,,,,,
D8CF2232, ERROR_P1_Ls,991.2691, 25/1/2016 12:26:41 AM, False, Not Annotated, False,,,,991.3324,0.0633,,,5.6004,3.48,876.5381,882.1385,,40002.41482,3.84,,,,,
D8CF2232, ERROR_P1_Ls,991.2691, 25/1/2016 12:26:42 AM, False, Not Annotated, False,,,,991.2523,0.0168,,,5.8007,3.48,876.3378,882.1385,,42914.98111,3.84,,,,,
D8CF2232, ERROR_P1_Ls,991.2272, 25/1/2016 12:26:43 AM, False, Not Annotated, False,,,,991.012,0.2152,,,6.2413,3.48,875.8972,882.1385,,49681.90405,3.84,,,,,
D8CF2232, ERROR_P1_Ls,991.2272, 25/1/2016 12:26:44 AM, False, Not Annotated, False,,,,991.092,0.1352,,,6.2012,3.48,875.9373,882.1385,,49045.54806,3.84,,,,,
D8CF2232, ERROR_P1_Ls,991.2272, 25/1/2016 12:26:45 AM, False, Not Annotated, False,,,,990.8517,0.3755,,,4.7645,3.48,875.4166,880.1811,,28952.28051,3.84,,,,,
D8CF2232, ERROR_P1_Ls,991.2272, 25/1/2016 12:26:46 AM, False, Not Annotated, False,,,,990.7316,0.4956,,,4.8446,3.48,875.3365,880.1811,,29933.94559,3.84,,,,,
D8CF2232, ERROR_P1_Ls,991.2272, 25/1/2016 12:26:47 AM, False, Not Annotated, False,,,,990.7316,0.4956,,,5.2852,3.48,874.8959,880.1811,,35626.32028,3.84,,,,,
D8CF2232, ERROR_P1_Ls,991.2272, 25/1/2016 12:26:48 AM, False, Not Annotated, False,,,,990.5313,0.6959,,,5.8059,3.48,874.3752,880.1811,,42991.95732,3.84,,,,,
D8CF2232, ERROR_P1_Ls,991.1953, 25/1/2016 12:26:49 AM, False, Not Annotated, False,,,,991.012,0.1833,,,6.4067,3.48,873.7744,880.1811,,52350.02479,3.84,,,,,
D8CF2232, ERROR_P1_Ls,991.1953, 25/1/2016 12:26:50 AM, False, Not Annotated, False,,,,990.8116,0.3837,,,4.8139,3.48,873.4139,878.2278,,29555.76766,3.84,,,,,
D8CF2232, ERROR_P1_Ls,991.1953, 25/1/2016 12:26:51 AM, False, Not Annotated, False,,,,990.8517,0.3436,,,5.1344,3.48,873.0934,878.2278,,33622.30742,3.84,,,,,
D8CF2232, ERROR_P1_Ls,991.1953, 25/1/2016 12:26:52 AM, False, Not Annotated, False,,,,991.1321,0.0632,,,4.854,3.48,873.3738,878.2278,,30050.22023,3.84,,,,,
D8CF2232, ERROR_P1_Ls,991.1953, 25/1/2016 12:26:53 AM, False, Not Annotated, False,,,,991.4926,0.2973,,,5.4548,3.48,872.773,878.2278,,37949.47559,3.84,,,,,
D8CF2232, ERROR_P1_Ls,991.2055, 25/1/2016 12:26:54 AM, False, Not Annotated, False,,,,991.4926,0.2871,,,5.9354,3.48,872.2924,878.2278,,44931.20851,3.84,,,,,
D8CF2232, ERROR_P1_Ls,991.2055, 25/1/2016 12:26:55 AM, False, Not Annotated, False,,,,991.4525,0.247,,,4.6849,3.48,871.6916,876.3765,,27992.95627,3.84,,,,,
D8CF2232, ERROR_P1_Ls,991.2055, 25/1/2016 12:26:56 AM, False, Not Annotated, False,,,,991.4926,0.2871,,,5.0053,3.48,871.3712,876.3765,,31952.75729,3.84,,,,,
D8CF2232, ERROR_P1_Ls,991.2055, 25/1/2016 12:26:57 AM, False, Not Annotated, False,,,,991.4926,0.2871,,,5.446,3.48,870.9305,876.3765,,37827.12976,3.84,,,,,
D8CF2232, ERROR_P1_Ls,991.2055, 25/1/2016 12:26:58 AM, False, Not Annotated, False,,,,991.4926,0.2871,,,5.6863,3.48,870.6902,876.3765,,41238.95508,3.84,,,,,
D8CF2232, ERROR_P1_Ls,991.2602, 25/1/2016 12:26:59 AM, False, Not Annotated, False,,,,991.5327,0.2725,,,6.2871,3.48,870.0894,876.3765,,50413.73236,3.84,,,,,
D8CF2232, ERROR_P1_Ls,991.2602, 25/1/2016 12:27:00 AM, False, Not Annotated, False,,,,991.8931,0.6329,,,4.6698,3.48,869.809,874.4788,,27812.7977,3.84,,,,,
D8CF2232, ERROR_P1_Ls,991.2602, 25/1/2016 12:27:01 AM, False, Not Annotated, False,,,,992.2536,0.9934,,,5.3507,3.48,869.1281,874.4788,,36514.83302,3.84,,,,,
D8CF2232, ERROR_P1_Ls,991.2602, 25/1/2016 12:27:02 AM, False, Not Annotated, False,,,,992.1334,0.8732,,,5.7512,3.48,868.7276,874.4788,,42185.68024,3.84,,,,,
D8CF2232, ERROR_P1_Ls,991.2602, 25/1/2016 12:27:03 AM, False, Not Annotated, False,,,,992.3337,1.0735,,,6.3921,3.48,868.0867,874.4788,,52111.69944,3.84,,,,,
D8CF2232, ERROR_P1_Ls,991.3616, 25/1/2016 12:27:04 AM, False, Not Annotated, False,,,,992.4138,1.0522,,,6.8327,3.48,867.6461,874.4788,,59543.28909,3.84,,,,,
D8CF2232, ERROR_P1_Ls,991.3616, 25/1/2016 12:27:05 AM, False, Not Annotated, False,,,,992.6942,1.3326,,,5.6132,3.48,866.8851,872.4983,,40185.4789,3.84,,,,,
D8CF2232, ERROR_P1_Ls,991.3616, 25/1/2016 12:27:06 AM, False, Not Annotated, False,,,,992.4539,1.0923,,,5.9736,3.48,866.5247,872.4983,,45511.4206,3.84,,,,,
D8CF2232, ERROR_P1_Ls,991.3616, 25/1/2016 12:27:07 AM, False, Not Annotated, False,,,,992.3337,0.9721,,,6.8148,3.48,865.6835,872.4983,,59231.72008,3.84,,,,,
D8CF2232, ERROR_P1_Ls,991.3616, 25/1/2016 12:27:08 AM, False, Not Annotated, False,,,,992.6942,1.3326,,,7.5758,3.48,864.9225,872.4983,,73198.99475,3.84,,,,,
D8CF2232, ERROR_P1_Ls,991.4958, 25/1/2016 12:27:09 AM, False, Not Annotated, False,,,,992.7343,1.2385,,,7.8162,3.48,864.6821,872.4983,,77918.29527,3.84,,,,,
D8CF2232, ERROR_P1_Ls,991.4958, 25/1/2016 12:27:10 AM, False, Not Annotated, False,,,,992.8144,1.3186,,,7.8162,3.48,864.6821,872.4983,,77918.29527,3.84,,,,,
D8CF2232, ERROR_P1_Ls,991.4958, 25/1/2016 12:27:11 AM, False, Not Annotated, False,,,,992.6542,1.1584,,,6.6084,3.48,863.7609,870.3693,,55698.1487,3.84,,,,,
D8CF2232, ERROR_P1_Ls,991.4958, 25/1/2016 12:27:12 AM, False, Not Annotated, False,,,,992.6141,1.1183,,,6.4882,3.48,863.8811,870.3693,,53690.39171,3.84,,,,,
D8CF2232, ERROR_P1_Ls,991.4958, 25/1/2016 12:27:13 AM, False, Not Annotated, False,,,,992.9345,1.4387,,,7.2492,3.48,863.1201,870.3693,,67023.68143,3.84,,,,,
D8CF2232, ERROR_P1_Ls,991.6473, 25/1/2016 12:27:14 AM, False, Not Annotated, False,,,,993.0146,1.3673,,,7.4495,3.48,862.9198,870.3693,,70778.66456,3.84,,,,,
D8CF2232, ERROR_P1_Ls,991.6473, 25/1/2016 12:27:15 AM, False, Not Annotated, False,,,,992.7343,1.087,,,7.9302,3.48,862.4391,870.3693,,80207.76152,3.84,,,,,
D8CF2232, ERROR_P1_Ls,991.6473, 25/1/2016 12:27:16 AM, False, Not Annotated, False,,,,993.2149,1.5676,,,6.3678,3.48,861.8383,868.2061,,51716.24027,3.84,,,,,
