Server, Tagname,x_bar, Timestamp, Questionable, Annotated, Substituted,,,LIT 301,Z,ABS(Z),,,,,,,,,
D8CF2232, ERROR_P1_Ls,994.0552, 21/1/2016 8:03:00 PM, False, Not Annotated, False,,,993.5353,-0.5199,0.5199,0.173728165,,,,,,,,
D8CF2232, ERROR_P1_Ls,993.6932, 21/1/2016 8:03:01 PM, False, Not Annotated, False,,,993.4152,-0.278,0.278,0.049672977,,4.4766,,,,,,
D8CF2232, ERROR_P1_Ls,993.4152, 21/1/2016 8:03:02 PM, False, Not Annotated, False,,,993.5353,0.1201,0.1201,0.009270787,,,,,,,,
D8CF2232, ERROR_P1_Ls,993.6154, 21/1/2016 8:03:03 PM, False, Not Annotated, False,,,993.3351,-0.2803,0.2803,0.050498304,,,,,,,,
D8CF2232, ERROR_P1_Ls,993.7355, 21/1/2016 8:03:04 PM, False, Not Annotated, False,,,993.6555,-0.08,0.08,0.004113491,,,,,,,,
D8CF2232, ERROR_P1_Ls,993.5353, 21/1/2016 8:03:05 PM, False, Not Annotated, False,,,994.016,0.4807,0.4807,0.148517915,,,,,,,,
D8CF2232, ERROR_P1_Ls,993.5354, 21/1/2016 8:03:06 PM, False, Not Annotated, False,,,993.6154,0.08,0.08,0.004113491,,,,,,,,
D8CF2232, ERROR_P1_Ls,993.4152, 21/1/2016 8:03:07 PM, False, Not Annotated, False,,,993.3351,-0.0801,0.0801,0.004123781,,,,max(z),4.4766,,,
D8CF2232, ERROR_P1_Ls,993.5348, 21/1/2016 8:03:08 PM, False, Not Annotated, False,,,993.2549,-0.2799,0.2799,0.050354281,,,,,,,,
D8CF2232, ERROR_P1_Ls,993.3351, 21/1/2016 8:03:09 PM, False, Not Annotated, False,,,993.1348,-0.2003,0.2003,0.025786506,,,,mean,1.022520098,,,
D8CF2232, ERROR_P1_Ls,993.6558, 21/1/2016 8:03:10 PM, False, Not Annotated, False,,,993.4152,-0.2406,0.2406,0.037206759,,,,,,,,
D8CF2232, ERROR_P1_Ls,994.0173, 21/1/2016 8:03:11 PM, False, Not Annotated, False,,,993.4552,-0.5621,0.5621,0.203075611,,,,SD,0.801706198,,,
D8CF2232, ERROR_P1_Ls,993.6154, 21/1/2016 8:03:12 PM, False, Not Annotated, False,,,993.3351,-0.2803,0.2803,0.050498304,,,,,,,,
D8CF2232, ERROR_P1_Ls,993.215, 21/1/2016 8:03:13 PM, False, Not Annotated, False,,,993.4552,0.2402,0.2402,0.037083149,,,,Var,0.642732828,,,3.206824
D8CF2232, ERROR_P1_Ls,993.313, 21/1/2016 8:03:14 PM, False, Not Annotated, False,,,993.5353,0.2223,0.2223,0.031762123,,,,,,,,
D8CF2232, ERROR_P1_Ls,993.255, 21/1/2016 8:03:15 PM, False, Not Annotated, False,,,993.5353,0.2803,0.2803,0.050498304,,,,,,,,
D8CF2232, ERROR_P1_Ls,993.335, 21/1/2016 8:03:16 PM, False, Not Annotated, False,,,992.9345,-0.4005,0.4005,0.103094534,,,,,,,,
D8CF2232, ERROR_P1_Ls,993.295, 21/1/2016 8:03:17 PM, False, Not Annotated, False,,,993.295,0,0,0,,,,,,,,
D8CF2232, ERROR_P1_Ls,993.3351, 21/1/2016 8:03:18 PM, False, Not Annotated, False,,,993.3351,0,0,0,,,,,,,,
D8CF2232, ERROR_P1_Ls,993.5353, 21/1/2016 8:03:19 PM, False, Not Annotated, False,,,993.2149,-0.3204,0.3204,0.065980502,,,,,,,,
D8CF2232, ERROR_P1_Ls,993.5353, 21/1/2016 8:03:20 PM, False, Not Annotated, False,,,993.2149,-0.3204,0.3204,0.065980502,,,,,,,,
D8CF2232, ERROR_P1_Ls,993.5353, 21/1/2016 8:03:21 PM, False, Not Annotated, False,,,992.8544,-0.6809,0.6809,0.297986965,,,,,,,,
D8CF2232, ERROR_P1_Ls,992.9348, 21/1/2016 8:03:22 PM, False, Not Annotated, False,,,992.6542,-0.2806,0.2806,0.050606457,,,,,,,,
D8CF2232, ERROR_P1_Ls,993.2952, 21/1/2016 8:03:23 PM, False, Not Annotated, False,,,993.1348,-0.1604,0.1604,0.016536337,,,,,,,,
D8CF2232, ERROR_P1_Ls,993.3353, 21/1/2016 8:03:24 PM, False, Not Annotated, False,,,993.295,-0.0403,0.0403,0.001043856,,,,,,,,
D8CF2232, ERROR_P1_Ls,993.2141, 21/1/2016 8:03:25 PM, False, Not Annotated, False,,,993.3351,0.121,0.121,0.009410254,,,,,,,,
D8CF2232, ERROR_P1_Ls,993.2141, 21/1/2016 8:03:26 PM, False, Not Annotated, False,,,993.2149,0.0008,0.0008,4.11E-07,,,,,,,,
D8CF2232, ERROR_P1_Ls,992.8533, 21/1/2016 8:03:27 PM, False, Not Annotated, False,,,992.8544,0.0011,0.0011,7.78E-07,,,,,,,,
D8CF2232, ERROR_P1_Ls,992.6566, 21/1/2016 8:03:28 PM, False, Not Annotated, False,,,993.0146,0.358,0.358,0.082375232,,,,,,,,
D8CF2232, ERROR_P1_Ls,993.1347, 21/1/2016 8:03:29 PM, False, Not Annotated, False,,,992.8945,-0.2402,0.2402,0.037083149,,,,,,,,
D8CF2232, ERROR_P1_Ls,993.335, 21/1/2016 8:03:30 PM, False, Not Annotated, False,,,993.0547,-0.2803,0.2803,0.050498304,,,,,,,,
D8CF2232, ERROR_P1_Ls,993.3351, 21/1/2016 8:03:31 PM, False, Not Annotated, False,,,993.2149,-0.1202,0.1202,0.009286232,,,,,,,,
D8CF2232, ERROR_P1_Ls,993.279, 21/1/2016 8:03:32 PM, False, Not Annotated, False,,,993.0547,-0.2243,0.2243,0.032336212,,,,,,,,
D8CF2232, ERROR_P1_Ls,993.0544, 21/1/2016 8:03:33 PM, False, Not Annotated, False,,,993.0547,0.0003,0.0003,5.78E-08,,,,,,,,
D8CF2232, ERROR_P1_Ls,992.814, 21/1/2016 8:03:34 PM, False, Not Annotated, False,,,993.0146,0.2006,0.2006,0.025863807,,,,,,,,
D8CF2232, ERROR_P1_Ls,992.8542, 21/1/2016 8:03:35 PM, False, Not Annotated, False,,,993.0947,0.2405,0.2405,0.037175837,,,,,,,,
D8CF2232, ERROR_P1_Ls,993.0544, 21/1/2016 8:03:36 PM, False, Not Annotated, False,,,993.0947,0.0403,0.0403,0.001043856,,,,,,,,
D8CF2232, ERROR_P1_Ls,993.2086, 21/1/2016 8:03:37 PM, False, Not Annotated, False,,,993.2549,0.0463,0.0463,0.00137782,,,,,,,,
D8CF2232, ERROR_P1_Ls,993.0457, 21/1/2016 8:03:38 PM, False, Not Annotated, False,,,993.0947,0.049,0.049,0.001543202,,,,,,,,
D8CF2232, ERROR_P1_Ls,993.0363, 21/1/2016 8:03:39 PM, False, Not Annotated, False,,,993.295,0.2587,0.2587,0.04301535,,,,,,,,
D8CF2232, ERROR_P1_Ls,992.9224, 21/1/2016 8:03:40 PM, False, Not Annotated, False,,,992.6141,-0.3083,0.3083,0.061091058,,,,,,,,
D8CF2232, ERROR_P1_Ls,992.8884, 21/1/2016 8:03:41 PM, False, Not Annotated, False,,,992.9345,0.0461,0.0461,0.001365943,,,,,,,,
D8CF2232, ERROR_P1_Ls,992.738, 21/1/2016 8:03:42 PM, False, Not Annotated, False,,,992.9345,0.1965,0.1965,0.024817367,,,,,,,,
D8CF2232, ERROR_P1_Ls,992.7115, 21/1/2016 8:03:43 PM, False, Not Annotated, False,,,992.2936,-0.4179,0.4179,0.112247155,,,,,,,,
D8CF2232, ERROR_P1_Ls,992.3555, 21/1/2016 8:03:44 PM, False, Not Annotated, False,,,992.0533,-0.3022,0.3022,0.058697488,,,,,,,,
D8CF2232, ERROR_P1_Ls,992.403, 21/1/2016 8:03:45 PM, False, Not Annotated, False,,,991.8931,-0.5099,0.5099,0.167109301,,,,,,,,
D8CF2232, ERROR_P1_Ls,991.6253, 21/1/2016 8:03:46 PM, False, Not Annotated, False,,,991.4926,-0.1327,0.1327,0.011318072,,,,,,,,
D8CF2232, ERROR_P1_Ls,991.8882, 21/1/2016 8:03:47 PM, False, Not Annotated, False,,,991.2923,-0.5959,0.5959,0.228232438,,,,,,,,
D8CF2232, ERROR_P1_Ls,991.8539, 21/1/2016 8:03:48 PM, False, Not Annotated, False,,,991.052,-0.8019,0.8019,0.413305349,,,,,,,,
D8CF2232, ERROR_P1_Ls,991.1936, 21/1/2016 8:03:49 PM, False, Not Annotated, False,,,990.6915,-0.5021,0.5021,0.162035824,,,,,,,,
D8CF2232, ERROR_P1_Ls,990.9462, 21/1/2016 8:03:50 PM, False, Not Annotated, False,,,990.4512,-0.495,0.495,0.157485653,,,,,,,,
D8CF2232, ERROR_P1_Ls,990.6163, 21/1/2016 8:03:51 PM, False, Not Annotated, False,,,989.6501,-0.9662,0.9662,0.600018533,,,,,,,,
D8CF2232, ERROR_P1_Ls,990.461, 21/1/2016 8:03:52 PM, False, Not Annotated, False,,,989.57,-0.891,0.891,0.510253517,,,,,,,,
D8CF2232, ERROR_P1_Ls,990.1822, 21/1/2016 8:03:53 PM, False, Not Annotated, False,,,989.1695,-1.0127,1.0127,0.659162085,,,,,,,,
D8CF2232, ERROR_P1_Ls,989.9351, 21/1/2016 8:03:54 PM, False, Not Annotated, False,,,988.7689,-1.1662,1.1662,0.874131303,,,,,,,,
D8CF2232, ERROR_P1_Ls,989.5756, 21/1/2016 8:03:55 PM, False, Not Annotated, False,,,988.4885,-1.0871,1.0871,0.759573125,,,,,,,,
D8CF2232, ERROR_P1_Ls,989.3354, 21/1/2016 8:03:56 PM, False, Not Annotated, False,,,988.048,-1.2874,1.2874,1.065264877,,,,,,,,
D8CF2232, ERROR_P1_Ls,988.8546, 21/1/2016 8:03:57 PM, False, Not Annotated, False,,,987.4071,-1.4475,1.4475,1.346690335,,,,,,,,
D8CF2232, ERROR_P1_Ls,988.4929, 21/1/2016 8:03:58 PM, False, Not Annotated, False,,,987.0867,-1.4062,1.4062,1.270939232,,,,,,,,
D8CF2232, ERROR_P1_Ls,987.9323, 21/1/2016 8:03:59 PM, False, Not Annotated, False,,,986.7662,-1.1661,1.1661,0.873981398,,,,,,,,
D8CF2232, ERROR_P1_Ls,987.7086, 21/1/2016 8:04:00 PM, False, Not Annotated, False,,,986.7662,-0.9424,0.9424,0.570822592,,,,,,,,
D8CF2232, ERROR_P1_Ls,987.4916, 21/1/2016 8:04:01 PM, False, Not Annotated, False,,,986.4058,-1.0858,1.0858,0.757757552,,,,,,,,
D8CF2232, ERROR_P1_Ls,986.9308, 21/1/2016 8:04:02 PM, False, Not Annotated, False,,,985.8049,-1.1259,1.1259,0.814761008,,,,,,,,
D8CF2232, ERROR_P1_Ls,986.29, 21/1/2016 8:04:03 PM, False, Not Annotated, False,,,985.2842,-1.0058,1.0058,0.650210324,,,,,,,,
D8CF2232, ERROR_P1_Ls,985.9695, 21/1/2016 8:04:04 PM, False, Not Annotated, False,,,984.6434,-1.3261,1.3261,1.130272468,,,,,,,,
D8CF2232, ERROR_P1_Ls,985.6515, 21/1/2016 8:04:05 PM, False, Not Annotated, False,,,983.562,-2.0895,2.0895,2.806178866,,,,,,,,
D8CF2232, ERROR_P1_Ls,985.6492, 21/1/2016 8:04:06 PM, False, Not Annotated, False,,,983.2816,-2.3676,2.3676,3.602858959,,,,,,,,
D8CF2232, ERROR_P1_Ls,985.2886, 21/1/2016 8:04:07 PM, False, Not Annotated, False,,,982.6407,-2.6479,2.6479,4.506441709,,,,,,,,
D8CF2232, ERROR_P1_Ls,984.6872, 21/1/2016 8:04:08 PM, False, Not Annotated, False,,,981.9598,-2.7274,2.7274,4.781104883,,,,,,,,
D8CF2232, ERROR_P1_Ls,984.1671, 21/1/2016 8:04:09 PM, False, Not Annotated, False,,,981.4791,-2.688,2.688,4.643967025,,,,,,,,
D8CF2232, ERROR_P1_Ls,983.5266, 21/1/2016 8:04:10 PM, False, Not Annotated, False,,,981.1987,-2.3279,2.3279,3.483046233,,,,,,,,
D8CF2232, ERROR_P1_Ls,982.4455, 21/1/2016 8:04:11 PM, False, Not Annotated, False,,,980.638,-1.8075,1.8075,2.099844865,,,,,,,,
D8CF2232, ERROR_P1_Ls,982.1752, 21/1/2016 8:04:12 PM, False, Not Annotated, False,,,980.2775,-1.8977,1.8977,2.314652044,,,,,,,,
D8CF2232, ERROR_P1_Ls,981.7188, 21/1/2016 8:04:13 PM, False, Not Annotated, False,,,980.2775,-1.4413,1.4413,1.335178627,,,,,,,,
D8CF2232, ERROR_P1_Ls,981.0318, 21/1/2016 8:04:14 PM, False, Not Annotated, False,,,979.9571,-1.0747,1.0747,0.742343818,,,,,,,,
D8CF2232, ERROR_P1_Ls,980.4646, 21/1/2016 8:04:15 PM, False, Not Annotated, False,,,979.5966,-0.868,0.868,0.484250468,,,,,,,,
D8CF2232, ERROR_P1_Ls,980.097, 21/1/2016 8:04:16 PM, False, Not Annotated, False,,,978.2347,-1.8623,1.8623,2.22910171,,,,,,,,
D8CF2232, ERROR_P1_Ls,979.6851, 21/1/2016 8:04:17 PM, False, Not Annotated, False,,,978.2748,-1.4103,1.4103,1.278361287,,,,,,,,
D8CF2232, ERROR_P1_Ls,979.1189, 21/1/2016 8:04:18 PM, False, Not Annotated, False,,,977.4738,-1.6451,1.6451,1.739463032,,,,,,,,
D8CF2232, ERROR_P1_Ls,979.1189, 21/1/2016 8:04:19 PM, False, Not Annotated, False,,,977.2735,-1.8454,1.8454,2.188827977,,,,,,,,
D8CF2232, ERROR_P1_Ls,978.7952, 21/1/2016 8:04:20 PM, False, Not Annotated, False,,,976.8329,-1.9623,1.9623,2.474921374,,,,,,,,
D8CF2232, ERROR_P1_Ls,978.4327, 21/1/2016 8:04:21 PM, False, Not Annotated, False,,,976.4724,-1.9603,1.9603,2.469879005,,,,,,,,
D8CF2232, ERROR_P1_Ls,977.0697, 21/1/2016 8:04:22 PM, False, Not Annotated, False,,,976.152,-0.9177,0.9177,0.541292565,,,,,,,,
D8CF2232, ERROR_P1_Ls,976.9894, 21/1/2016 8:04:23 PM, False, Not Annotated, False,,,975.8716,-1.1178,1.1178,0.803079998,,,,,,,,
D8CF2232, ERROR_P1_Ls,976.3082, 21/1/2016 8:04:24 PM, False, Not Annotated, False,,,975.3509,-0.9573,0.9573,0.58901549,,,,,,,,
D8CF2232, ERROR_P1_Ls,976.227, 21/1/2016 8:04:25 PM, False, Not Annotated, False,,,975.1506,-1.0764,1.0764,0.744694209,,,,,,,,
D8CF2232, ERROR_P1_Ls,975.6568, 21/1/2016 8:04:26 PM, False, Not Annotated, False,,,974.7902,-0.8666,0.8666,0.482689629,,,,,,,,
D8CF2232, ERROR_P1_Ls,975.3196, 21/1/2016 8:04:27 PM, False, Not Annotated, False,,,975.1907,-0.1289,0.1289,0.010679144,,,,,,,,
D8CF2232, ERROR_P1_Ls,975.0096, 21/1/2016 8:04:28 PM, False, Not Annotated, False,,,974.5498,-0.4598,0.4598,0.135884066,,,,,,,,
D8CF2232, ERROR_P1_Ls,974.7397, 21/1/2016 8:04:29 PM, False, Not Annotated, False,,,973.8289,-0.9108,0.9108,0.533183428,,,,,,,,
D8CF2232, ERROR_P1_Ls,974.246, 21/1/2016 8:04:30 PM, False, Not Annotated, False,,,972.8676,-1.3784,1.3784,1.221184062,,,,,,,,
D8CF2232, ERROR_P1_Ls,973.9694, 21/1/2016 8:04:31 PM, False, Not Annotated, False,,,972.6273,-1.3421,1.3421,1.157711511,,,,,,,,
D8CF2232, ERROR_P1_Ls,973.6761, 21/1/2016 8:04:32 PM, False, Not Annotated, False,,,972.1866,-1.4895,1.4895,1.425974022,,,,,,,,
D8CF2232, ERROR_P1_Ls,974.0374, 21/1/2016 8:04:33 PM, False, Not Annotated, False,,,972.0665,-1.9709,1.9709,2.496662152,,,,,,,,
D8CF2232, ERROR_P1_Ls,973.4679, 21/1/2016 8:04:34 PM, False, Not Annotated, False,,,971.8262,-1.6417,1.6417,1.732280414,,,,,,,,
D8CF2232, ERROR_P1_Ls,972.7158, 21/1/2016 8:04:35 PM, False, Not Annotated, False,,,970.9449,-1.7709,1.7709,2.015666484,,,,,,,,
D8CF2232, ERROR_P1_Ls,971.7545, 21/1/2016 8:04:36 PM, False, Not Annotated, False,,,970.224,-1.5305,1.5305,1.505557222,,,,,,,,
D8CF2232, ERROR_P1_Ls,971.5143, 21/1/2016 8:04:37 PM, False, Not Annotated, False,,,969.7834,-1.7309,1.7309,1.925637587,,,,,,,,
D8CF2232, ERROR_P1_Ls,971.074, 21/1/2016 8:04:38 PM, False, Not Annotated, False,,,969.4229,-1.6511,1.6511,1.752174491,,,,,,,,
D8CF2232, ERROR_P1_Ls,970.955, 21/1/2016 8:04:39 PM, False, Not Annotated, False,,,968.782,-2.173,2.173,3.034939592,,,,,,,,
D8CF2232, ERROR_P1_Ls,970.7203, 21/1/2016 8:04:40 PM, False, Not Annotated, False,,,967.7807,-2.9396,2.9396,5.554015354,,,,,,,,
D8CF2232, ERROR_P1_Ls,969.8344, 21/1/2016 8:04:41 PM, False, Not Annotated, False,,,967.7407,-2.0937,2.0937,2.817471325,,,,,,,,
D8CF2232, ERROR_P1_Ls,969.3145, 21/1/2016 8:04:42 PM, False, Not Annotated, False,,,967.5404,-1.7741,1.7741,2.022957647,,,,,,,,
D8CF2232, ERROR_P1_Ls,968.8739, 21/1/2016 8:04:43 PM, False, Not Annotated, False,,,967.22,-1.6539,1.6539,1.758122342,,,,,,,,
D8CF2232, ERROR_P1_Ls,968.3128, 21/1/2016 8:04:44 PM, False, Not Annotated, False,,,966.6592,-1.6536,1.6536,1.75748459,,,,,,,,
D8CF2232, ERROR_P1_Ls,967.7558, 21/1/2016 8:04:45 PM, False, Not Annotated, False,,,966.4589,-1.2969,1.2969,1.081044519,,,,,,,,
D8CF2232, ERROR_P1_Ls,966.7755, 21/1/2016 8:04:46 PM, False, Not Annotated, False,,,965.8582,-0.9173,0.9173,0.540820799,,,,,,,,
D8CF2232, ERROR_P1_Ls,966.6058, 21/1/2016 8:04:47 PM, False, Not Annotated, False,,,965.5377,-1.0681,1.0681,0.73325398,,,,,,,,
D8CF2232, ERROR_P1_Ls,966.348, 21/1/2016 8:04:48 PM, False, Not Annotated, False,,,965.2173,-1.1307,1.1307,0.821722886,,,,,,,,
D8CF2232, ERROR_P1_Ls,966.0667, 21/1/2016 8:04:49 PM, False, Not Annotated, False,,,964.9769,-1.0898,1.0898,0.763350871,,,,,,,,
D8CF2232, ERROR_P1_Ls,965.5458, 21/1/2016 8:04:50 PM, False, Not Annotated, False,,,964.7767,-0.7691,0.7691,0.380186088,,,,,,,,
D8CF2232, ERROR_P1_Ls,965.3456, 21/1/2016 8:04:51 PM, False, Not Annotated, False,,,964.2159,-1.1297,1.1297,0.820270053,,,,,,,,
D8CF2232, ERROR_P1_Ls,964.7048, 21/1/2016 8:04:52 PM, False, Not Annotated, False,,,963.1745,-1.5303,1.5303,1.505163766,,,,,,,,
D8CF2232, ERROR_P1_Ls,964.3997, 21/1/2016 8:04:53 PM, False, Not Annotated, False,,,962.9342,-1.4655,1.4655,1.380391397,,,,,,,,
D8CF2232, ERROR_P1_Ls,964.2242, 21/1/2016 8:04:54 PM, False, Not Annotated, False,,,962.2533,-1.9709,1.9709,2.496662152,,,,,,,,
D8CF2232, ERROR_P1_Ls,963.8636, 21/1/2016 8:04:55 PM, False, Not Annotated, False,,,962.0129,-1.8507,1.8507,2.201418686,,,,,,,,
D8CF2232, ERROR_P1_Ls,963.6634, 21/1/2016 8:04:56 PM, False, Not Annotated, False,,,961.3721,-2.2913,2.2913,3.374384044,,,,,,,,
D8CF2232, ERROR_P1_Ls,963.1027, 21/1/2016 8:04:57 PM, False, Not Annotated, False,,,961.2119,-1.8908,1.8908,2.297850585,,,,,,,,
D8CF2232, ERROR_P1_Ls,962.0624, 21/1/2016 8:04:58 PM, False, Not Annotated, False,,,960.571,-1.4914,1.4914,1.429614275,,,,,,,,
D8CF2232, ERROR_P1_Ls,961.7026, 21/1/2016 8:04:59 PM, False, Not Annotated, False,,,960.1304,-1.5722,1.5722,1.588715682,,,,,,,,
D8CF2232, ERROR_P1_Ls,961.1418, 21/1/2016 8:05:00 PM, False, Not Annotated, False,,,959.5697,-1.5721,1.5721,1.588513588,,,,,,,,
D8CF2232, ERROR_P1_Ls,960.8999, 21/1/2016 8:05:01 PM, False, Not Annotated, False,,,959.2092,-1.6907,1.6907,1.837230743,,,,,,,,
D8CF2232, ERROR_P1_Ls,960.4216, 21/1/2016 8:05:02 PM, False, Not Annotated, False,,,958.8888,-1.5328,1.5328,1.510085655,,,,,,,,
D8CF2232, ERROR_P1_Ls,960.0847, 21/1/2016 8:05:03 PM, False, Not Annotated, False,,,957.9275,-2.1572,2.1572,2.990965625,,,,,,,,
D8CF2232, ERROR_P1_Ls,959.4596, 21/1/2016 8:05:04 PM, False, Not Annotated, False,,,957.567,-1.8926,1.8926,2.302227674,,,,,,,,
D8CF2232, ERROR_P1_Ls,959.4586, 21/1/2016 8:05:05 PM, False, Not Annotated, False,,,957.2065,-2.2521,2.2521,3.259912474,,,,,,,,
D8CF2232, ERROR_P1_Ls,958.4907, 21/1/2016 8:05:06 PM, False, Not Annotated, False,,,957.2065,-1.2842,1.2842,1.05997575,,,,,,,,
D8CF2232, ERROR_P1_Ls,958.6174, 21/1/2016 8:05:07 PM, False, Not Annotated, False,,,956.806,-1.8114,1.8114,2.108916212,,,,,,,,
D8CF2232, ERROR_P1_Ls,957.7759, 21/1/2016 8:05:08 PM, False, Not Annotated, False,,,955.9648,-1.8111,1.8111,2.108217722,,,,,,,,
D8CF2232, ERROR_P1_Ls,956.8643, 21/1/2016 8:05:09 PM, False, Not Annotated, False,,,955.5242,-1.3401,1.3401,1.154263634,,,,,,,,
D8CF2232, ERROR_P1_Ls,956.4411, 21/1/2016 8:05:10 PM, False, Not Annotated, False,,,955.324,-1.1171,1.1171,0.802074487,,,,,,,,
D8CF2232, ERROR_P1_Ls,956.0936, 21/1/2016 8:05:11 PM, False, Not Annotated, False,,,954.8834,-1.2102,1.2102,0.941336494,,,,,,,,
D8CF2232, ERROR_P1_Ls,956.0936, 21/1/2016 8:05:12 PM, False, Not Annotated, False,,,954.1224,-1.9712,1.9712,2.497422267,,,,,,,,
D8CF2232, ERROR_P1_Ls,955.8533, 21/1/2016 8:05:13 PM, False, Not Annotated, False,,,953.6818,-2.1715,2.1715,3.030751062,,,,,,,,
D8CF2232, ERROR_P1_Ls,954.8929, 21/1/2016 8:05:14 PM, False, Not Annotated, False,,,953.5616,-1.3313,1.3313,1.139154061,,,,,,,,
D8CF2232, ERROR_P1_Ls,954.4924, 21/1/2016 8:05:15 PM, False, Not Annotated, False,,,953.1611,-1.3313,1.3313,1.139154061,,,,,,,,
D8CF2232, ERROR_P1_Ls,954.2119, 21/1/2016 8:05:16 PM, False, Not Annotated, False,,,952.5602,-1.6517,1.6517,1.753448182,,,,,,,,
D8CF2232, ERROR_P1_Ls,953.7717, 21/1/2016 8:05:17 PM, False, Not Annotated, False,,,951.9595,-1.8122,1.8122,2.110779418,,,,,,,,
D8CF2232, ERROR_P1_Ls,953.0109, 21/1/2016 8:05:18 PM, False, Not Annotated, False,,,951.9194,-1.0915,1.0915,0.76573426,,,,,,,,
D8CF2232, ERROR_P1_Ls,952.5703, 21/1/2016 8:05:19 PM, False, Not Annotated, False,,,951.3186,-1.2517,1.2517,1.007003785,,,,,,,,
D8CF2232, ERROR_P1_Ls,952.4505, 21/1/2016 8:05:20 PM, False, Not Annotated, False,,,950.6777,-1.7728,1.7728,2.019994024,,,,,,,,
D8CF2232, ERROR_P1_Ls,952.0496, 21/1/2016 8:05:21 PM, False, Not Annotated, False,,,950.5576,-1.492,1.492,1.430764793,,,,,,,,
D8CF2232, ERROR_P1_Ls,951.4496, 21/1/2016 8:05:22 PM, False, Not Annotated, False,,,949.7966,-1.653,1.653,1.756209434,,,,,,,,
D8CF2232, ERROR_P1_Ls,950.8485, 21/1/2016 8:05:23 PM, False, Not Annotated, False,,,949.1557,-1.6928,1.6928,1.841797585,,,,,,,,
D8CF2232, ERROR_P1_Ls,950.8079, 21/1/2016 8:05:24 PM, False, Not Annotated, False,,,948.8753,-1.9326,1.9326,2.400570965,,,,,,,,
D8CF2232, ERROR_P1_Ls,950.2157, 21/1/2016 8:05:25 PM, False, Not Annotated, False,,,948.5549,-1.6608,1.6608,1.772822565,,,,,,,,
D8CF2232, ERROR_P1_Ls,949.5701, 21/1/2016 8:05:26 PM, False, Not Annotated, False,,,948.1143,-1.4558,1.4558,1.362178523,,,,,,,,
D8CF2232, ERROR_P1_Ls,949.5653, 21/1/2016 8:05:27 PM, False, Not Annotated, False,,,947.874,-1.6913,1.6913,1.838534976,,,,,,,,
D8CF2232, ERROR_P1_Ls,949.0044, 21/1/2016 8:05:28 PM, False, Not Annotated, False,,,947.4734,-1.531,1.531,1.506541085,,,,,,,,
D8CF2232, ERROR_P1_Ls,948.3634, 21/1/2016 8:05:29 PM, False, Not Annotated, False,,,947.1931,-1.1703,1.1703,0.88028846,,,,,,,,
D8CF2232, ERROR_P1_Ls,947.8024, 21/1/2016 8:05:30 PM, False, Not Annotated, False,,,947.0729,-0.7295,0.7295,0.342043381,,,,,,,,
D8CF2232, ERROR_P1_Ls,947.442, 21/1/2016 8:05:31 PM, False, Not Annotated, False,,,946.2718,-1.1702,1.1702,0.880138028,,,,,,,,
D8CF2232, ERROR_P1_Ls,947.0013, 21/1/2016 8:05:32 PM, False, Not Annotated, False,,,946.3519,-0.6494,0.6494,0.271053592,,,,,,,,
D8CF2232, ERROR_P1_Ls,946.7622, 21/1/2016 8:05:33 PM, False, Not Annotated, False,,,945.8713,-0.8909,0.8909,0.510138988,,,,,,,,
D8CF2232, ERROR_P1_Ls,946.3618, 21/1/2016 8:05:34 PM, False, Not Annotated, False,,,945.1904,-1.1714,1.1714,0.881944057,,,,,,,,
D8CF2232, ERROR_P1_Ls,946.082, 21/1/2016 8:05:35 PM, False, Not Annotated, False,,,944.7898,-1.2922,1.2922,1.073223249,,,,,,,,
D8CF2232, ERROR_P1_Ls,945.9619, 21/1/2016 8:05:36 PM, False, Not Annotated, False,,,944.5095,-1.4524,1.4524,1.355823256,,,,,,,,
D8CF2232, ERROR_P1_Ls,945.161, 21/1/2016 8:05:37 PM, False, Not Annotated, False,,,944.189,-0.972,0.972,0.607243855,,,,,,,,
D8CF2232, ERROR_P1_Ls,945.2413, 21/1/2016 8:05:38 PM, False, Not Annotated, False,,,943.6683,-1.573,1.573,1.590332901,,,,,,,,
D8CF2232, ERROR_P1_Ls,944.7422, 21/1/2016 8:05:39 PM, False, Not Annotated, False,,,943.1476,-1.5946,1.5946,1.634308796,,,,,,,,
D8CF2232, ERROR_P1_Ls,944.0912, 21/1/2016 8:05:40 PM, False, Not Annotated, False,,,942.9874,-1.1038,1.1038,0.783089459,,,,,,,,
D8CF2232, ERROR_P1_Ls,943.9981, 21/1/2016 8:05:41 PM, False, Not Annotated, False,,,942.3866,-1.6115,1.6115,1.669134056,,,,,,,,
D8CF2232, ERROR_P1_Ls,943.3924, 21/1/2016 8:05:42 PM, False, Not Annotated, False,,,942.1062,-1.2862,1.2862,1.063279912,,,,,,,,
D8CF2232, ERROR_P1_Ls,943.0771, 21/1/2016 8:05:43 PM, False, Not Annotated, False,,,941.185,-1.8921,1.8921,2.301011398,,,,,,,,
D8CF2232, ERROR_P1_Ls,942.6765, 21/1/2016 8:05:44 PM, False, Not Annotated, False,,,941.0648,-1.6117,1.6117,1.669548387,,,,,,,,
D8CF2232, ERROR_P1_Ls,942.0375, 21/1/2016 8:05:45 PM, False, Not Annotated, False,,,940.8646,-1.1729,1.1729,0.884204195,,,,,,,,
